Sell,ADBE,Adobe Systems Incorporated ,70.4033
Sell,WM,Waste Management Inc. Common S ,70.9775
Sell,NTAP,NetApp Inc. ,72.2619
Sell,CTL,CenturyLink Inc. Common ,72.3223
Sell,VAR,Varian Medical Systems Inc. Co ,72.3542
Sell,EFX,Equifax Inc. Common ,72.4954
Sell,EIX,Edison International Common Sto ,72.8865
Sell,MA,Mastercard Incorporated Common  ,73.1733
Sell,MJN,Mead Johnson Nutrition Company  ,74.4733
Sell,ETR,Entergy Corporation Common Stoc ,75.8609
Sell,LEN,Lennar Corporation Class A Comm ,77.7979
Sell,DHI,D.R. Horton Inc. Common ,79.0972
Sell,CTSH,Cognizant Technology Solutions  ,80.2806
Sell,MON,Monsanto Company Common ,82.9303
