Buy,RTN,Raytheon Company Common ,12.9224
Buy,GD,General Dynamics Corporation Co ,18.6356
Buy,CL,Colgate-Palmolive Company Commo ,19.9376
Buy,SO,Southern Company (The) Common S ,23.5541
Buy,PG,Procter & Gamble Company (The)  ,24.906
Buy,PRU,Prudential Financial Inc. Comm ,25.3841
Buy,CME,CME Group Inc. ,25.9963
Buy,LB,L.B. Foster Company ,25.9976
Buy,CCI,Crown Castle International Corp ,27.6639
Buy,EMR,Emerson Electric Company Common ,27.9881
Buy,GIS,General Mills Inc. Common Stoc ,27.9988
Buy,PEP,Pepsico Inc. Common ,28.5971
Buy,HCN, Health Care REIT  Inc. Common S ,28.6705
Buy,WBA,Walgreens Boots Alliance Inc.,28.7321
Buy,MMC,Marsh & McLennan Companies Inc ,29.4496
Buy,AEP,American Electric Power Company ,29.6195
Buy,KO,Coca-Cola Company (The) Common  ,29.7923
Buy,COST,Costco Wholesale Corporation ,29.9913
