Sell,AVY,Avery Dennison Corporation Comm ,70.011
Sell,DPS,Dr Pepper Snapple Group Inc Dr ,71.2629
Sell,FB, Facebook  Inc. ,71.741
Sell,GPN,Global Payments Inc. Common Sto ,71.9727
Sell,FLS,Flowserve Corporation Common St ,72.2116
Sell,MU,Micron Technology Inc. ,72.3654
Sell,DOV,Dover Corporation Common ,72.4937
Sell,LRCX,Lam Research Corporation ,72.5176
Sell,MAT,Mattel Inc. ,72.5378
Sell,PNR,Pentair Inc. Common ,72.8159
Sell,BAX,Baxter International Inc. Commo ,73.6718
Sell,HBI, Hanesbrands Inc. Common ,73.7004
Sell,CMG,Chipotle Mexican Grill Inc. Co ,73.7912
Sell,SBUX,Starbucks Corporation ,74.9125
Sell,PKI,PerkinElmer Inc. Common ,75.8223
Sell,DIS,Walt Disney Company (The) Commo ,81.6267
Sell,PBI,Pitney Bowes Inc. Common ,92.4306
