LRCX,Lam Research Corporation ,14.8669
BIIB,Biogen Idec Inc. ,15.0107
TSCO,Tractor Supply Company ,16.9706
GME,Gamestop Corporation Common Sto ,18.5479
WAT,Waters Corporation Common ,19.3114
KLAC,KLA-Tencor Corporation ,19.8804
CELG,Celgene Corporation ,21.7689
PCAR,PACCAR Inc. ,21.86
MYL,Mylan Inc. ,22.178
FDO,Family Dollar Stores Inc. Comm ,22.302
APH,Amphenol Corporation Common Sto ,22.6072
BBY,Best Buy Co. Inc. Common ,22.6877
WYNN,Wynn Resorts Limited ,22.7041
AMAT,Applied Materials Inc. ,22.8659
BA,Boeing Company (The) Common Sto ,23.0193
XLNX,Xilinx Inc. ,23.5839
WHR,Whirlpool Corporation Common St ,23.8553
TXN,Texas Instruments Incorporated ,23.8729
PHM,PulteGroup Inc. Common ,24.1092
LEN,Lennar Corporation Class A Comm ,24.1512
RTN,Raytheon Company Common ,24.3104
ROST,Ross Stores Inc. ,24.9456
CF,CF Industries Holdings Inc. Co ,25.0668
HD, Home Depot  Inc. (The) Common S ,25.1007
ITW,Illinois Tool Works Inc. Common ,25.11
ADI,Analog Devices Inc. ,25.2098
TROW,T. Rowe Price Group Inc. ,25.5762
LLTC,Linear Technology Corporation ,25.6059
BLK,BlackRock Inc,25.8737
PFE,Pfizer Inc. Common ,25.8784
HSIC, Henry Schein  Inc. ,25.8987
AGN,Allergan Inc. Common ,26.2979
TYC,Tyco International Ltd. (Switz ,26.3945
ABT,Abbott Laboratories Common Stoc ,26.6677
VRTX,Vertex Pharmaceuticals Incorpor ,26.8254
TDC,Teradata Corporation Common Sto ,26.8388
AMGN,Amgen Inc. ,26.8457
M,Macy's Inc Common ,26.9034
BSX,Boston Scientific Corporation C ,26.938
PGR,Progressive Corporation (The) C ,26.9441
WDC,Western Digital Corporation ,27.0451
SNA,Snap-On Incorporated Common Sto ,27.1666
FAST,Fastenal Company ,27.2081
KSS,Kohl's Corporation Common ,27.2834
JWN,Nordstrom Inc. Common ,27.3248
FLIR,FLIR Systems Inc. ,27.4011
SEE,Sealed Air Corporation Common S ,27.5394
FTR,Frontier Communications Corpora ,27.8025
MDT,Medtronic Inc. Common ,27.8873
TIF,Tiffany & Co. Common ,27.9167
ALXN,Alexion Pharmaceuticals Inc. ,27.9494
TEL,TE Connectivity Ltd. New Switze ,28.0113
BMY,Bristol-Myers Squibb Company Co ,28.0132
WMT,Wal-Mart Stores Inc. Common St ,28.0197
MHFI,McGraw Hill Financial Inc. ,28.0547
GPS,Gap Inc. (The) Common ,28.1106
DHI,D.R. Horton Inc. Common ,28.1168
MAS,Masco Corporation Common ,28.1222
LM,Legg Mason Inc. Common ,28.1952
EXC,Exelon Corporation Common ,28.2275
XL,XL Group plc ,28.2906
FFIV,F5 Networks Inc. ,28.3
MCHP,Microchip Technology Incorporat ,28.4637
MHK,Mohawk Industries Inc. Common  ,28.4783
YUM,Yum! Brands Inc. ,28.6472
HON, Honeywell International Inc. Co ,28.8556
IVZ,Invesco Plc New Common ,28.8799
PX,Praxair Inc. Common ,28.9292
WY,Weyerhaeuser Company Common Sto ,28.9983
APD,Air Products and Chemicals Inc ,29.1503
MCK,McKesson Corporation Common Sto ,29.227
KR,Kroger Company (The) Common Sto ,29.2782
SWKS,Skyworks Solutions Inc. ,29.4151
SPLS,Staples Inc. ,29.4662
URBN,Urban Outfitters Inc. ,29.6508
DG,Dollar General Corporation Comm ,29.6582
CRM,Salesforce.com Inc Common ,29.735
CLX,Clorox Company (The) Common Sto ,29.7488
NWL,Newell Rubbermaid Inc. Common S ,29.7499
TMO,Thermo Fisher Scientific Inc Co ,29.8794
CCL,Carnival Corporation Common Sto ,29.9089
