Buy,SPY,SPDR S&P 500 ETF,15.35
Buy,EBAY,eBay Inc. ,18.7701
Buy,DVN,Devon Energy Corporation Common ,20.465
Buy,ADP,Automatic Data Processing Inc. ,21.3831
Buy,JNJ,Johnson & Johnson Common ,22.2613
Buy,COP,ConocoPhillips Common ,22.7963
Buy,ABBV,AbbVie Inc. ,23.8559
Buy,MUR,Murphy Oil Corporation Common S ,24.0608
Buy,NOV,National Oilwell Varco Inc. Co ,24.0773
Buy,BMY,Bristol-Myers Squibb Company Co ,24.278
Buy,QQQ,PowerShares QQQ Trust ETF,24.5254
Buy,MSFT,Microsoft Corporation ,24.585
Buy,NFX,Newfield Exploration Company Co ,24.6021
Buy,NTRS,Northern Trust Corporation ,25.2839
Buy,DO,Diamond Offshore Drilling Inc. ,25.3031
Buy,WFM, Whole Foods Market  Inc. ,26.0025
