NRG,NRG Energy Inc. Common ,19.823
ESV,Ensco plc Class A Ordinary Shar ,20.2774
APA,Apache Corporation Common ,20.7175
OXY,Occidental Petroleum Corporatio ,20.8046
HP, Helmerich & Payne  Inc. Common  ,21.2165
QEP,QEP Resources Inc. Common Stoc ,21.8569
FTI,FMC Technologies Inc. Common S ,21.9581
FDO,Family Dollar Stores Inc. Comm ,22.302
RIG,Transocean Ltd (Switzerland) Co ,23.3325
CNX,CONSOL Energy Inc. Common ,23.5552
DVN,Devon Energy Corporation Common ,23.6338
AA,Alcoa Inc. Common ,24.5357
MRO,Marathon Oil Corporation Common ,24.7618
SHW,Sherwin-Williams Company (The)  ,25.0745
RRC,Range Resources Corporation Com ,25.424
EOG,EOG Resources Inc. Common Stoc ,25.469
COP,ConocoPhillips Common ,25.6723
POM,PEPCO Holdings Inc Common ,26.0278
HAL, Halliburton Company Common Stoc ,26.8961
MUR,Murphy Oil Corporation Common S ,27.0486
HES, Hess Corporation Common ,27.3781
APC,Anadarko Petroleum Corporation  ,27.8296
CBS,CBS Corporation Class B Common  ,27.8298
CAM,Cameron International Corporati ,27.8918
XEC,Cimarex Energy Co Common ,27.9646
FLS,Flowserve Corporation Common St ,28.4243
LLY, Eli Lilly and Company Common St ,28.5489
NOV,National Oilwell Varco Inc. Co ,28.5705
DO,Diamond Offshore Drilling Inc. ,28.6092
PHM,PulteGroup Inc. Common ,29.0986
SNI,Scripps Networks Interactive I ,29.7178
ATI,Allegheny Technologies Incorpor ,29.7727
NE,Noble Corporation  New Common S ,29.8718
