CAH,Cardinal Health Inc. Common St ,15.8831
BIIB,Biogen Idec Inc. ,16.6947
CELG,Celgene Corporation ,16.7304
CI,Cigna Corporation Common ,17.15
FFIV,F5 Networks Inc. ,17.2252
BA,Boeing Company (The) Common Sto ,17.3933
ESRX,Express Scripts Holding Company ,17.6731
WAT,Waters Corporation Common ,17.9326
LLY, Eli Lilly and Company Common St ,18.3097
HCA, HCA Holdings  Inc. Common ,18.5941
HSIC, Henry Schein  Inc. ,18.8786
XRAY,DENTSPLY International Inc. ,19.2067
KR,Kroger Company (The) Common Sto ,20.2916
ENDP,Endo Health Solutions Inc. ,20.5561
ABBV,AbbVie Inc. ,20.744
JNJ,Johnson & Johnson Common ,20.926
FDO,Family Dollar Stores Inc. Comm ,22.3021
SYK,Stryker Corporation Common Stoc ,22.5355
TXT,Textron Inc. Common ,22.8631
LUV,Southwest Airlines Company Comm ,22.9953
AAL,American Airlines Group Inc. ,23.2616
LLTC,Linear Technology Corporation ,23.2988
HON, Honeywell International Inc. Co ,23.5591
UTX,United Technologies Corporation ,23.7296
CRM,Salesforce.com Inc Common ,24.227
VRTX,Vertex Pharmaceuticals Incorpor ,24.2662
TMO,Thermo Fisher Scientific Inc Co ,24.4028
SWKS,Skyworks Solutions Inc. ,24.6671
GILD,Gilead Sciences Inc. ,24.7901
MDT,Medtronic Inc. Common ,24.9599
CCE,Coca-Cola Enterprises Inc. Com ,25.4304
DHR,Danaher Corporation Common Stoc ,25.653
HBI, Hanesbrands Inc. Common ,25.6932
UNH,UnitedHealth Group Incorporated ,25.7156
EW,Edwards Lifesciences Corporatio ,25.8463
XLNX,Xilinx Inc. ,26.0258
ARG,Airgas Inc. Common ,26.1579
CCL,Carnival Corporation Common Sto ,26.3009
BCR,C.R. Bard Inc. Common ,26.3696
UA,Under Armour Inc. Class A Comm ,26.4033
MHK,Mohawk Industries Inc. Common  ,26.5641
VLO,Valero Energy Corporation Commo ,26.777
LH,Laboratory Corporation of Ameri ,26.7976
EBAY,eBay Inc. ,26.807
MMM,3M Company Common ,26.8407
LRCX,Lam Research Corporation ,26.9938
EXPE,Expedia Inc. ,27.2072
LVLT,Level 3 Communications Inc. Co ,27.2205
BRCM,Broadcom Corporation ,27.2742
TDC,Teradata Corporation Common Sto ,27.3081
LEG,Leggett & Platt Incorporated C ,27.559
HUM, Humana Inc. Common ,27.6145
AZO,AutoZone Inc. Common ,27.7452
SWK,Stanley Black & Decker Inc. Co ,27.8269
TSCO,Tractor Supply Company ,27.8715
AVY,Avery Dennison Corporation Comm ,27.9609
MSI, Motorola Solutions  Inc. Common ,27.9706
TSO,Tesoro Corporation Common ,27.9779
BAX,Baxter International Inc. Commo ,28.1806
DAL,Delta Air Lines Inc. (New) Comm ,28.3136
GD,General Dynamics Corporation Co ,28.4559
KSS,Kohl's Corporation Common ,28.6608
ECL,Ecolab Inc. Common ,28.6654
EA, Electronic Arts Inc. ,28.8585
MCK,McKesson Corporation Common Sto ,28.9126
AVGO,Avago Technologies Limited ,28.917
MCO,Moody's Corporation Common Stoc ,29.0565
HD, Home Depot  Inc. (The) Common S ,29.0616
THC,Tenet Healthcare Corporation Co ,29.1259
YHOO,Yahoo! Inc. ,29.3939
CSC,Computer Sciences Corporation C ,29.3973
EFX,Equifax Inc. Common ,29.4073
BDX,Becton Dickinson and Company C ,29.4371
GOOG,Google Inc. ,29.4738
AGN,Allergan Inc. Common ,29.4866
CCI,Crown Castle International Corp ,29.7035
TRIP, TripAdvisor  Inc. ,29.7702
UHS,Universal Health Services Inc. ,29.941
AXP,American Express Company Common ,29.9573
