WAT,Waters Corporation Common ,22.2063
FDO,Family Dollar Stores Inc. Comm ,22.302
PFE,Pfizer Inc. Common ,22.8337
FFIV,F5 Networks Inc. ,22.855
APD,Air Products and Chemicals Inc ,23.0565
CAH,Cardinal Health Inc. Common St ,23.4267
ESRX,Express Scripts Holding Company ,23.4645
AMGN,Amgen Inc. ,25.475
CELG,Celgene Corporation ,26.1371
NOC,Northrop Grumman Corporation Co ,26.416
KSS,Kohl's Corporation Common ,26.5672
KR,Kroger Company (The) Common Sto ,26.7467
BIIB,Biogen Idec Inc. ,26.8895
FDX,FedEx Corporation Common ,26.9757
XRAY,DENTSPLY International Inc. ,26.9802
CRM,Salesforce.com Inc Common ,27.0045
TXT,Textron Inc. Common ,27.2167
CCL,Carnival Corporation Common Sto ,27.385
ENDP,Endo Health Solutions Inc. ,27.5172
MCK,McKesson Corporation Common Sto ,27.5372
VRTX,Vertex Pharmaceuticals Incorpor ,27.6211
PCAR,PACCAR Inc. ,27.6296
VLO,Valero Energy Corporation Commo ,27.78
LRCX,Lam Research Corporation ,27.9467
HSIC, Henry Schein  Inc. ,28.057
ALXN,Alexion Pharmaceuticals Inc. ,28.1865
HCA, HCA Holdings  Inc. Common ,28.1964
LLTC,Linear Technology Corporation ,28.205
TEL,TE Connectivity Ltd. New Switze ,28.32
MCD,McDonald's Corporation Common S ,28.33
REGN,Regeneron Pharmaceuticals Inc. ,28.3728
HAS, Hasbro  Inc. ,28.4982
GILD,Gilead Sciences Inc. ,28.7049
EXPE,Expedia Inc. ,28.7689
HUM, Humana Inc. Common ,28.8246
SNI,Scripps Networks Interactive I ,29.1493
SWK,Stanley Black & Decker Inc. Co ,29.2848
NRG,NRG Energy Inc. Common ,29.4593
SWKS,Skyworks Solutions Inc. ,29.8245
