BIIB,Biogen Idec Inc. ,16.6498
MYL,Mylan Inc. ,18.9806
ADI,Analog Devices Inc. ,20.2897
LRCX,Lam Research Corporation ,20.7041
VRTX,Vertex Pharmaceuticals Incorpor ,20.9448
LLTC,Linear Technology Corporation ,21.4245
KLAC,KLA-Tencor Corporation ,21.8591
XLNX,Xilinx Inc. ,21.9665
CELG,Celgene Corporation ,22.5456
WAT,Waters Corporation Common ,22.8875
ISRG,Intuitive Surgical Inc. ,23.0384
MCK,McKesson Corporation Common Sto ,23.0884
IR,Ingersoll-Rand plc (Ireland) ,23.8003
HCA, HCA Holdings  Inc. Common ,24.2151
ABT,Abbott Laboratories Common Stoc ,24.7818
AMAT,Applied Materials Inc. ,25.1403
GWW, W.W. Grainger  Inc. Common Stoc ,25.2242
PFE,Pfizer Inc. Common ,25.3284
AMGN,Amgen Inc. ,25.4633
ALXN,Alexion Pharmaceuticals Inc. ,25.963
CF,CF Industries Holdings Inc. Co ,26.0818
IRM,Iron Mountain Incorporated (Del ,26.2035
WHR,Whirlpool Corporation Common St ,26.257
ABC,AmerisourceBergen Corporation ( ,26.4832
MOS,Mosaic Company (The) Common Sto ,26.5545
AGN,Allergan Inc. Common ,26.5819
WMT,Wal-Mart Stores Inc. Common St ,26.6651
ZTS,Zoetis Inc. ,26.8702
SNA,Snap-On Incorporated Common Sto ,26.908
WDC,Western Digital Corporation ,27.175
AES,The AES Corporation Common Stoc ,27.1882
BAX,Baxter International Inc. Commo ,27.5439
M,Macy's Inc Common ,27.695
SPY,SPDR S&P 500 ETF,27.7385
MON,Monsanto Company Common ,27.9694
REGN,Regeneron Pharmaceuticals Inc. ,28.0731
WYNN,Wynn Resorts Limited ,28.16
AME,AMETEK Inc. ,28.2022
APH,Amphenol Corporation Common Sto ,28.2372
DGX,Quest Diagnostics Incorporated  ,28.2526
CCE,Coca-Cola Enterprises Inc. Com ,28.3642
KO,Coca-Cola Company (The) Common  ,28.4179
DE,Deere & Company Common ,28.4301
BSX,Boston Scientific Corporation C ,28.4557
MCHP,Microchip Technology Incorporat ,28.6082
RTN,Raytheon Company Common ,28.6874
PCAR,PACCAR Inc. ,28.8922
BA,Boeing Company (The) Common Sto ,29.0423
TRIP, TripAdvisor  Inc. ,29.0927
VIAB, Viacom Inc. ,29.1244
SWK,Stanley Black & Decker Inc. Co ,29.3759
XRAY,DENTSPLY International Inc. ,29.4105
HAS, Hasbro  Inc. ,29.4935
WY,Weyerhaeuser Company Common Sto ,29.505
PKI,PerkinElmer Inc. Common ,29.5493
HRS, Harris Corporation Common ,29.6409
BDX,Becton Dickinson and Company C ,29.7514
LB,L.B. Foster Company ,29.9665
