FFIV,F5 Networks Inc. ,21.0488
FDO,Family Dollar Stores Inc. Comm ,22.302
ENDP,Endo Health Solutions Inc. ,22.5878
AMGN,Amgen Inc. ,23.5021
BIIB,Biogen Idec Inc. ,23.7903
CAH,Cardinal Health Inc. Common St ,24.0525
NOC,Northrop Grumman Corporation Co ,24.57
GILD,Gilead Sciences Inc. ,24.5875
KR,Kroger Company (The) Common Sto ,24.7426
HCA, HCA Holdings  Inc. Common ,24.7921
CELG,Celgene Corporation ,25.3227
BA,Boeing Company (The) Common Sto ,25.6371
ABBV,AbbVie Inc. ,26.9806
LLY, Eli Lilly and Company Common St ,27.2154
MYL,Mylan Inc. ,27.2174
EXPE,Expedia Inc. ,27.2459
ESRX,Express Scripts Holding Company ,28.5931
HSIC, Henry Schein  Inc. ,28.661
KSS,Kohl's Corporation Common ,28.7279
FDX,FedEx Corporation Common ,28.8249
CI,Cigna Corporation Common ,28.8699
REGN,Regeneron Pharmaceuticals Inc. ,28.9585
TSCO,Tractor Supply Company ,29.0611
PRGO,Perrigo Company ,29.0757
NFLX,Netflix Inc. ,29.1165
MHK,Mohawk Industries Inc. Common  ,29.5466
PFE,Pfizer Inc. Common ,29.7115
TEL,TE Connectivity Ltd. New Switze ,29.8279
ALXN,Alexion Pharmaceuticals Inc. ,29.97
