Sell,GM,General Motors Company Common S ,70.0371
Sell,ZTS,Zoetis Inc. ,70.7298
Sell,PFE,Pfizer Inc. Common ,70.8885
Sell,PX,Praxair Inc. Common ,70.9775
Sell,EQR,Equity Residential Common Share ,71.006
Sell,OXY,Occidental Petroleum Corporatio ,72.0804
Sell,GS,Goldman Sachs Group Inc. (The) ,72.552
Sell,DVN,Devon Energy Corporation Common ,74.058
Sell,TMO,Thermo Fisher Scientific Inc Co ,75.852
Sell,ECL,Ecolab Inc. Common ,76.3982
Sell,PPG,PPG Industries Inc. Common Sto ,76.7769
Sell,KMI, Kinder Morgan  Inc. Common Stoc ,78.4921
