Buy,AGN,Allergan Inc. Common ,8.97444
Buy,AIG,American International Group I ,16.3196
Buy,AXP,American Express Company Common ,13.5594
Buy,BAC,Bank of America Corporation Com ,9.15022
Buy,BK,Bank of New York Mellon Corpora ,19.7102
Buy,COF,Capital One Financial Corporati ,4.11058
Buy,DD,E.I. du Pont de Nemours and Com ,2.27269
Buy,DIS,Walt Disney Company (The) Commo ,12.6077
Buy,JPM,JP Morgan Chase & Co. Common St ,12.078
Buy,MET,MetLife Inc. Common ,17.0835
Buy,NFLX,Netflix Inc. ,2.73439
Buy,T,AT&T Inc. ,9.53202
Buy,TWX,Time Warner Inc. New Common Sto ,7.82522
Buy,BRK-B,Berkshire Hathaway Inc.,14.5824
Buy,IBM, International Business Machines ,9.79864
Buy,KMI, Kinder Morgan  Inc. Common Stoc ,16.908
Buy,MDLZ, Mondelez International  Inc. ,6.80188
Buy,AAL,American Airlines Group Inc. ,15.432
Buy,KHC,The Kraft Heinz Company,10.4938
Buy,SNAP,Snap Inc.,2.67583
Buy,VIX,VOLATILITY S&P 500,15.3255
Sell,AMD,Advanced Micro Devices Inc. Co ,80.5683
Sell,BA,Boeing Company (The) Common Sto ,84.5928
Sell,CAT,Caterpillar Inc. Common ,91.4656
Sell,CL,Colgate-Palmolive Company Commo ,93.0162
Sell,DUK,Duke Energy Corporation (Holdin ,96.4336
Sell,EMR,Emerson Electric Company Common ,98.1114
Sell,EXC,Exelon Corporation Common ,98.2663
Sell,INTC,Intel Corporation ,90.135
Sell,JNJ,Johnson & Johnson Common ,87.007
Sell,LMT,Lockheed Martin Corporation Com ,95.6022
Sell,LOW,Lowe's Companies Inc. Common S ,86.0096
Sell,MA,Mastercard Incorporated Common  ,93.7121
Sell,MMM,3M Company Common ,98.5008
Sell,MO,Altria Group Inc. ,80.3915
Sell,MRK,Merck & Company Inc. Common St ,91.1009
Sell,NEE,NextEra Energy Inc. Common Sto ,96.2402
Sell,PFE,Pfizer Inc. Common ,85.9642
Sell,PG,Procter & Gamble Company (The)  ,81.7517
Sell,QCOM,QUALCOMM Incorporated ,91.0313
Sell,SBUX,Starbucks Corporation ,80.9638
Sell,SO,Southern Company (The) Common S ,96.0863
Sell,SPG,Simon Property Group Inc. Comm ,93.4907
Sell,TGT,Target Corporation Common ,83.2924
Sell,ABBV,AbbVie Inc. ,83.1505
Sell,PYPL,PayPal Holdings  Inc.,88.1922
