Buy,CL,Colgate-Palmolive Company Commo ,19.3161
Buy,MA,Mastercard Incorporated Common  ,4.3828
Buy,MCD,McDonald's Corporation Common S ,6.11456
Buy,MON,Monsanto Company Common ,16.6688
Buy,NVDA,NVIDIA Corporation ,12.1873
Buy,SBUX,Starbucks Corporation ,15.3334
Buy,XOM,Exxon Mobil Corporation Common  ,1.01108
Buy,MDLZ, Mondelez International  Inc. ,5.66752
Sell,BIIB,Biogen Idec Inc. ,95.8325
Sell,COF,Capital One Financial Corporati ,97.5312
Sell,COST,Costco Wholesale Corporation ,85.5193
Sell,FDX,FedEx Corporation Common ,80.7034
Sell,GE,General Electric Company Common ,80.0433
Sell,JPM,JP Morgan Chase & Co. Common St ,84.8802
Sell,KO,Coca-Cola Company (The) Common  ,91.1885
Sell,LMT,Lockheed Martin Corporation Com ,93.1612
Sell,LOW,Lowe's Companies Inc. Common S ,98.6955
Sell,MET,MetLife Inc. Common ,84.7204
Sell,MS,Morgan Stanley Common ,82.2249
Sell,MSFT,Microsoft Corporation ,94.7549
Sell,NFLX,Netflix Inc. ,86.5762
Sell,ORCL,Oracle Corporation ,93.2099
Sell,BLK,BlackRock Inc,95.1922
Sell,BRK-B,Berkshire Hathaway Inc.,95.7695
Sell,FB, Facebook  Inc. ,95.0009
Sell,HON, Honeywell International Inc. Co ,98.6119
Sell,IBM, International Business Machines ,98.9905
Sell,KMI, Kinder Morgan  Inc. Common Stoc ,81.4843
Sell,AAL,American Airlines Group Inc. ,97.5971
Sell,BABA,Alibaba Group Holding Limited A,95.5658
