Sell,HES, Hess Corporation Common ,82.8966
Sell,HON, Honeywell International Inc. Co ,82.9086
Sell,HP, Helmerich & Payne  Inc. Common  ,89.2495
Sell,HPQ, Hewlett-Packard Company Common  ,93.4528
Sell,HRB, H&R Block  Inc. Common ,83.3331
Sell,AAL,American Airlines Group Inc. ,90.1187
Sell,EVHC,Envision Healthcare Holdings Inc. ,84.7952
Sell,MNK,Mallinckrodt plc ,91.0582
Sell,GOOGL,Alphabet Inc.,83.4535
Sell,HPE,Hewlett Packard Enterprise Company,81.1608
Sell,SPGI,S&P Global  Inc.,84.2288
Sell,INFO,IHS Markit Ltd.,88.9746
Sell,DXC,DXC Technology Company,80.2235
