Buy,APC,Anadarko Petroleum Corporation  ,12.7197
Buy,ATVI,Activision Blizzard Inc ,19.0311
Buy,AVGO,Avago Technologies Limited ,17.8848
Buy,AXP,American Express Company Common ,3.74335
Buy,BEN,Franklin Resources Inc. Common ,3.17469
Buy,BK,Bank of New York Mellon Corpora ,2.31494
Buy,C,Citigroup Inc. Common ,18.5784
Buy,CAG,ConAgra Foods Inc. Common Stoc ,11.1109
Buy,CBG,CBRE Group Inc Common ,10.8024
Buy,CCL,Carnival Corporation Common Sto ,2.96244
Buy,CF,CF Industries Holdings Inc. Co ,5.96712
Buy,CHK,Chesapeake Energy Corporation C ,5.35327
Buy,CI,Cigna Corporation Common ,3.17521
Buy,CMG,Chipotle Mexican Grill Inc. Co ,3.92456
Buy,CMS,CMS Energy Corporation Common S ,18.0575
Buy,CNP,CenterPoint Energy Inc (Holdin ,12.1207
Buy,COG,Cabot Oil & Gas Corporation Com ,2.34552
Buy,CTL,CenturyLink Inc. Common ,8.73085
Buy,CTSH,Cognizant Technology Solutions  ,18.1497
Buy,CXO,Concho Resources Inc. Common St ,8.38338
Buy,D,Dominion Resources Inc. Common ,10.1023
Buy,DAL,Delta Air Lines Inc. (New) Comm ,4.01286
Buy,DFS,Discover Financial Services Com ,4.74178
Buy,DGX,Quest Diagnostics Incorporated  ,18.3653
Buy,DHR,Danaher Corporation Common Stoc ,18.4028
Buy,DIS,Walt Disney Company (The) Commo ,14.4883
Buy,DISH,DISH Network Corporation ,12.5737
Buy,DLR,Digital Realty Trust Inc. Comm ,8.69585
Buy,DRI,Darden Restaurants Inc. Common ,14.4897
Buy,DVN,Devon Energy Corporation Common ,5.49695
Buy,EBAY,eBay Inc. ,19.2069
Buy,ED,Consolidated Edison Inc. Commo ,19.4436
Buy,EMN,Eastman Chemical Company Common ,8.16951
Buy,EQIX,Equinix Inc. ,3.11099
Buy,EQT,EQT Corporation Common ,12.8496
Buy,GPC,Genuine Parts Company Common St ,14.2972
Buy,GPS,Gap Inc. (The) Common ,10.8638
Buy,GS,Goldman Sachs Group Inc. (The) ,16.0784
Buy,LNT,Alliant Energy Corporation Comm ,18.519
Buy,LOW,Lowe's Companies Inc. Common S ,6.72479
Buy,LUV,Southwest Airlines Company Comm ,9.75622
Buy,LVLT,Level 3 Communications Inc. Co ,14.5623
Buy,M,Macy's Inc Common ,1.85188
Buy,MAR,Marriot International Common St ,15.8958
Buy,MAS,Masco Corporation Common ,11.1111
Buy,MCO,Moody's Corporation Common Stoc ,18.2613
Buy,NI,NiSource Inc Common ,14.5504
Buy,NOV,National Oilwell Varco Inc. Co ,9.81145
Buy,NSC,Norfolk Southern Corporation Co ,14.0768
Buy,NTRS,Northern Trust Corporation ,7.99267
Buy,OXY,Occidental Petroleum Corporatio ,18.472
Buy,PCG,Pacific Gas & Electric Co. Comm ,14.2852
Buy,PEG,Public Service Enterprise Group ,2.38087
Buy,PWR,Quanta Services Inc. Common St ,7.39948
Buy,RL,Ralph Lauren Corporation Common ,3.7616
Buy,ROP,Roper Industries Inc. Common S ,3.7037
Buy,RRC,Range Resources Corporation Com ,7.80432
Buy,SBUX,Starbucks Corporation ,17.2717
Buy,SIG,Signet Jewelers Limited Common  ,14.583
Buy,SNA,Snap-On Incorporated Common Sto ,12.7641
Buy,WY,Weyerhaeuser Company Common Sto ,16.6677
