ADGE,American DG Energy Inc. Common  
AIR,AAR Corp. Common 
BBGI,Beasley Broadcast Group Inc. 
BOSC,B.O.S. Better Online Solutions 
CCE,Coca-Cola Enterprises Inc. Com 
CIA,Citizens Inc. Class A Common S 
CSIQ,Canadian Solar Inc. 
CTIB,CTI Industries Corporation 
DCTH,Delcath Systems Inc. 
ELTK,Eltek Ltd. 
FDX,FedEx Corporation Common 
FRED,Fred's Inc. 
FUL,H. B. Fuller Company Common Sto 
GIS,General Mills Inc. Common Stoc 
GMAN,Gordmans Stores Inc. 
INTX,Intersections Inc. 
LOV,Spark Networks Inc. Common Sto 
NEOG,Neogen Corporation 
NKE,Nike Inc. Common 
PESI,Perma-Fix Environmental Service 
RAVN,Raven Industries Inc. 
REED,Reeds Inc. 
SCS,Steelcase Inc. Common 
SIGM,Sigma Designs Inc. 
TWER,Towerstream Corporation 
WSCI,WSI Industries Inc. 
FRAN, Francesca's Holdings Corporatio 
HHS, Harte-Hanks  Inc. Common 
NAVB, Navidea Biopharmaceuticals  Inc 
NQ, NQ Mobile Inc. American Deposit 
SPHS,Sophiris Bio Inc. 
LIQT,LiqTech International Inc. 
IMMY,Imprimis Pharmaceuticals Inc. 
DPRX,Dipexium Pharmaceuticals LLC 
GLMD,Galmed Pharmaceuticals Ltd. 
GLRI,Glori Energy Inc. 
LE,Lands' End Inc. 
CMCM,Cheetah Mobile Inc. American De
FSAM,Fifth Street Asset Management I
HQY,HealthEquity Inc.
RESN,Resonant Inc.
TENX,Tenax Therapeutics Inc.
ATTO,Atento S.A. Ordinary Shares
ITEK,Inotek Pharmaceuticals Corporation
VKTX,Viking Therapeutics  Inc.
XELB,Xcel Brands
DLTH,Duluth Holdings Inc.
