ACTS,Actions Semiconductor Co. Ltd. 
AMSWA,American Software Inc. 
CBK,Christopher & Banks Corporation 
CENT,Central Garden & Pet Company 
CFI,Culp Inc. Common 
DCI,Donaldson Company Inc. Common  
DG,Dollar General Corporation Comm 
EXPR,Express Inc. Common 
GIII,G-III Apparel Group LTD. 
ISLE,Isle of Capri Casinos Inc. 
KR,Kroger Company (The) Common Sto 
LRAD,LRAD Corporation 
RENN,Renren Inc. American Depositary 
SHLD,Sears Holdings Corporation 
SWHC,Smith & Wesson Holding Corporat 
ULTA,Ulta Salon Cosmetics & Fragran 
ZUMZ,Zumiez Inc. 
AMBA, Ambarella  Inc. 
ASNA, Ascena Retail Group  Inc. 
FIVE, Five Below  Inc. 
SHOS, Sears Hometown and Outlet Store 
WDAY, Workday  Inc. Common 
HNNA,Hennessy Advisors Inc. 
KANG,iKang Healthcare Group Inc. 
LE,Lands' End Inc. 
XCRA,Xcerra Corporation
KEN,Kenon Holdings Ltd.
