ABCO,The Advisory Board Company 
AEIS,Advanced Energy Industries Inc 
AHC,A.H. Belo Corporation Common St 
AHGP,Alliance Holdings GP L.P. 
AIN,Albany International Corporatio 
ALX,Alexander's Inc. Common 
AMG,Affiliated Managers Group Inc. 
AMKR,Amkor Technology Inc. 
ANAT,American National Insurance Com 
ARE,Alexandria Real Estate Equities 
ARLP,Alliance Resource Partners L.P 
ATNI,Atlantic Tele-Network Inc. 
AVB,AvalonBay Communities Inc. Com 
AWI,Armstrong World Industries Inc  
BBGI,Beasley Broadcast Group Inc. 
BFS,Saul Centers Inc. Common 
BKD,Brookdale Senior Living Inc. Co 
BWP,Boardwalk Pipeline Partners LP  
BYFC,Broadway Financial Corporation 
CACC,Credit Acceptance Corporation 
CASH,Meta Financial Group Inc. 
CBI,Chicago Bridge & Iron Company N 
CCF,Chase Corporation Common 
CGNX,Cognex Corporation 
CMP,Compass Minerals Intl Inc Commo 
CNA,CNA Financial Corporation Commo 
CPIX,Cumberland Pharmaceuticals Inc. 
CPN,Calpine Corporation Common Stoc 
CRAY,Cray Inc 
CRY,CryoLife Inc. Common 
CTB,Cooper Tire & Rubber Company Co 
CTL,CenturyLink Inc. Common 
D,Dominion Resources Inc. Common 
DAC,Danaos Corporation Common 
DGICA,Donegal Group Inc. 
DHT,DHT Holdings Inc. 
DM,Dolan Company (The) Common Stoc 
DO,Diamond Offshore Drilling Inc. 
EDR,Education Realty Trust Inc. Co 
EEP,Enbridge Energy L.P. Class A C 
EFX,Equifax Inc. Common 
EIX,Edison International Common Sto 
EXAC,Exactech Inc. 
EXAS,Exact Sciences Corporation 
FIBK,First Interstate BancSystem In 
GABC,German American Bancorp Inc. 
GHDX,Genomic Health Inc. 
GLRE,Greenlight Reinsurance Ltd. 
GPX,GP Strategies Corporation Commo 
IPI,Intrepid Potash Inc Common Sto 
IVAC,Intevac Inc. 
JMBA,Jamba Inc. 
KAI,Kadant Inc Common 
KEM,Kemet Corporation New Common St 
L,Loews Corporation Common 
LMNX,Luminex Corporation 
LVLT,Level 3 Communications Inc. Co 
LXU,LSB Industries Inc. Common Sto 
MAC,Macerich Company (The) Common S 
MCY,Mercury General Corporation Com 
MDCA,MDC Partners Inc. 
MSEX,Middlesex Water Company 
NBL,Noble Energy Inc. Common 
NLS,Nautilus Inc. Common 
NR,Newpark Resources Inc. Common  
NRIM,Northrim BanCorp Inc 
OFIX,Orthofix International N.V. 
OHI,Omega Healthcare Investors Inc 
OLN,Olin Corporation Common 
PFBI,Premier Financial Bancorp Inc. 
PLT,Plantronics Inc. Common 
PZZA,Papa John'S International Inc. 
QNST,QuinStreet Inc. 
RCII,Rent-A-Center Inc. 
RE,Everest Re Group Ltd. Common S 
RIGL,Rigel Pharmaceuticals Inc. 
ROP,Roper Industries Inc. Common S 
RTEC,Rudolph Technologies Inc. 
SAFT,Safety Insurance Group Inc. 
SANM,Sanmina-SCI Corporation 
SF,Stifel Financial Corporation Co 
SHO,Sunstone Hotel Investors Inc.  
SONS,Sonus Networks Inc. 
SRE,Sempra Energy Common 
SSD,Simpson Manufacturing Company  
TBI,TrueBlue Inc. Common 
TFSL,TFS Financial Corporation 
TG,Tredegar Corporation Common Sto 
TREX,Trex Company Inc. Common 
TXRH,Texas Roadhouse Inc. 
UCBA,United Community Bancorp 
UDR,UDR Inc. Common 
UIS,Unisys Corporation New Common S 
VNO,Vornado Realty Trust Common Sto 
WMK,Weis Markets Inc. Common 
XCO,EXCO Resources Inc. Exco Resou 
ACCO, Acco Brands Corporation Common  
ACRX, AcelRx Pharmaceuticals  Inc. 
ALSN, Allison Transmission Holdings   
ANGI, Angie's List  Inc. 
APTS, Preferred Apartment Communities 
FSD, First Trust High Income Long Sh 
HBK, Hamilton Bancorp  Inc. 
HLIT, Harmonic Inc. 
HNH, Handy & Harman Ltd. 
HTLF, Heartland Financial USA  Inc. 
IDTI, Integrated Device Technology  I 
IFMI, Institutional Financial Markets 
INN, Summit Hotel Properties  Inc. C 
KMPR, Kemper Corporation 
MCEP, Mid-Con Energy Partners  LP 
MDLZ, Mondelez International  Inc. 
MTGE, American Capital Mortgage Inves 
NCV, AGIC Convertible & Income Fund 
NLNK, NewLink Genetics Corporation 
RGLS, Regulus Therapeutics Inc. 
RPXC, RPX Corporation 
TST, TheStreet  Inc. 
STRP,Straight Path Communications Inc. 
SPCB,SuperCom Ltd. 
PRTA,Prothena Corporation plc 
PCMI,PCM Inc. 
OXFD,Oxford Immunotec Global PLC 
ORC,Orchid Island Capital Inc. 
NMIH,NMI Holdings Inc. 
HTBX,Heat Biologics Inc. 
CONE,Cyrusone Inc. 
BCRH,Blue Capital Reinsurance Holdings Ltd. 
WNRL,Western Refining Logistics LP 
WSTC,West Corporation 
BRX,Brixmor Property Group Inc. Com 
FPI,Farmland Partners Inc. 
NTP,Nam Tai Property Inc. 
OGS,ONE Gas  Inc. Common Stock 
CVEO,Civeo Corporation Common
KBAL,Kimball International Inc.
SUM,SUMMIT MATERIALS INC.
WMLP,Westmoreland Resource Partners
LNTH,Lantheus Medical Imaging  Inc.
HZN,Horizon Global Corporation
CNXC,CNX Coal Resources LP
BGSF,BG Staffing  Inc.
EVRI,Everi Holdings Inc.
FDC,First Data Corporation
FGBI,First Guaranty Bancshares  Inc.
HLI,Houlihan Lokey  Inc.
INST,Instructure  Inc.
APTI,APPTIO INC 
MEDP,Medpace Holdings  Inc. 
SMBK,SmartFinancial  Inc.
NBLX,Noble Midstream Partners LP 
HMTA,HomeTown Bankshares Corporation
