AGX,Argan Inc. Common 
AOI,Alliance One International Inc 
CSWC,Capital Southwest Corporation 
ISLE,Isle of Capri Casinos Inc. 
MLNK,ModusLink Global Solutions Inc 
NAV,Navistar International Corporat 
OXM,Oxford Industries Inc. Common  
PAY,Verifone Systems Inc. Common S 
SEAC,SeaChange International Inc. 
UBA,Urstadt Biddle Properties Inc.  
UNIS,Unilife Corporation 
VRNT,Verint Systems Inc. 
WMS,WMS Industries Inc. Common Stoc 
YGE,Yingli Green Energy Holding Com 
HOFT, Hooker Furniture Corporation 
OCC, Optical Cable Corporation 
HDS,HD Supply Holdings Inc. 
VNCE,Apparel Holding Corp. 
HQY,HealthEquity Inc.
MIK,The Michaels Companies Inc.
PLAY,Dave &amp; Busters EntertainmentInc 
ONCS,OncoSec Medical Incorporated
DLTH,Duluth Holdings Inc.
EXTN,Exterran Corporation
