ACUR,Acura Pharmaceuticals Inc. 
AHGP,Alliance Holdings GP L.P. 
AMG,Affiliated Managers Group Inc. 
ARE,Alexandria Real Estate Equities 
BAH,Booz Allen Hamilton Holding Cor 
BHLB,Berkshire Hills Bancorp Inc. 
BOFI,BofI Holding Inc. 
CBLI,Cleveland BioLabs Inc. 
CORT,Corcept Therapeutics Incorporat 
CR,Crane Company Common 
CSTR,Coinstar Inc. 
CYOU,Changyou.com Limited 
DHT,DHT Holdings Inc. 
EPD,Enterprise Products Partners L. 
FLIC,The First of Long Island Corpor 
FSFG,First Savings Financial Group  
GABC,German American Bancorp Inc. 
GGG,Graco Inc. Common 
GGP,General Growth Properties Inc. 
ISIL,Intersil Corporation 
LEG,Leggett & Platt Incorporated C 
MAT,Mattel Inc. 
NBN,Northeast Bancorp 
NLS,Nautilus Inc. Common 
NRIM,Northrim BanCorp Inc 
NSSC,NAPCO Security Technologies In 
OVBC,Ohio Valley Banc Corp. 
PFG,Principal Financial Group Inc C 
PKG,Packaging Corporation of Americ 
PMBC,Pacific Mercantile Bancorp 
RMBS,Rambus Inc. 
SANM,Sanmina-SCI Corporation 
SMMF,Summit Financial Group Inc. 
SOHU,Sohu.com Inc. 
SPA,Sparton Corporation Common Stoc 
TESS,TESSCO Technologies Incorporate 
TRNS,Transcat Inc. 
UDR,UDR Inc. Common 
WERN,Werner Enterprises Inc. 
ASBB, ASB Bancorp  Inc. 
BANC, First PacTrust Bancorp  Inc. 
HEOP, Heritage Oaks Bancorp 
HFBC, HopFed Bancorp  Inc. 
IDTI, Integrated Device Technology  I 
IEX, IDEX Corporation Common 
UBFO, United Security Bancshares 
WVFC, WVS Financial Corp. 
XBKS, Xenith Bankshares  Inc. 
NRZ,New Residential Investment Corp. 
LARK,Landmark Bancorp Inc. 
BYBK,Bay Bancorp Inc. 
WBB,Westbury Bancorp Inc. 
OPB,Opus Bank 
LPG,Dorian LPG Ltd. Common
RYAM,Rayonier Advanced Materials Inc
SFBS,ServisFirst Bancshares Inc.
FNBC,First NBC Bank Holding Company
CNXC,CNX Coal Resources LP
VDTH,Videocon d2h Limited
