AXR,AMREP Corporation Common 
CBRL,Cracker Barrel Old Country Stor 
CGA,China Green Agriculture Inc. C 
CLC,CLARCOR Inc. Common 
DANG,E-Commerce China Dangdang Inc.  
FONR,Fonar Corporation 
FULL,Full Circle Capital Corporation 
GROW,U.S. Global Investors Inc. 
JVA,Coffee Holding Co. Inc. 
LAKE,Lakeland Industries Inc. 
PTSX,Point.360 
SANW,S&W Seed Company 
SYMX,Synthesis Energy Systems Inc. 
VSR,Versar Inc. Common 
GEC, General Electric Capital Corpor 
LFVN, Lifevantage Corporation 
SPCB,SuperCom Ltd. 
FENX,Fenix Parts  Inc.
APIC,Apigee Corporation
