ABM,ABM Industries Incorporated Com 
AEPI,AEP Industries Inc. 
AOI,Alliance One International Inc 
CMN,Cantel Medical Corp. Common Sto 
CMTL,Comtech Telecommunications Corp 
FCEL,FuelCell Energy Inc. 
FGP,Ferrellgas Partners L.P. Commo 
GEF,Greif Inc. Class A Common 
ISLE,Isle of Capri Casinos Inc. 
LUB,Luby's Inc. Common 
LULU,lululemon athletica inc. 
MIND,Mitcham Industries Inc. 
MLNK,ModusLink Global Solutions Inc 
ODC,Oil-Dri Corporation Of America  
RENN,Renren Inc. American Depositary 
SENEA,Seneca Foods Corp. 
SHLO,Shiloh Industries Inc. 
STRM,Streamline Health Solutions In 
UNIS,Unilife Corporation 
PNTR, Pointer Telocation Ltd. 
RH,Restoration Hardware Holdings Inc. 
ONCS,OncoSec Medical Incorporated
DTEA,DAVIDsTEA Inc.
CSWI,CSW Industrials  Inc.
EXTN,Exterran Corporation
KEN,Kenon Holdings Ltd.
TLRD,Tailored Brands  Inc.
