ABIO,ARCA biopharma Inc. 
ALV,Autoliv Inc. Common 
ASTI,Ascent Solar Technologies Inc. 
ATW,Atwood Oceanics Inc. Common St 
BDMS,Birner Dental Management Servic 
CARV,Carver Bancorp Inc. 
CGA,China Green Agriculture Inc. C 
CJJD,China Jo-Jo Drugstores Inc. 
CPHC,Canterbury Park Holding Corpora 
DCTH,Delcath Systems Inc. 
DL,China Distance Education Holdin 
DYNT,Dynatronics Corporation 
EQS,Equus Total Return Inc. Common 
ESP,Espey Mfg. & Electronics Corp.  
FRD,Friedman Industries Inc. Common 
GBR,New Concept Energy Inc Common  
JCP,J.C. Penney Company Inc. Holdi 
LIFE,Life Technologies Corporation 
LORL,Loral Space and Communications 
MSBF,MSB Financial Corp. 
NFEC,NF Energy Saving Corporation 
NRT,North European Oil Royality Tru 
OPXA,Opexa Therapeutics Inc. 
PNRG,PrimeEnergy Corporation 
PRPH,ProPhase Labs Inc. 
RCON,Recon Technology Ltd. 
RELV,Reliv' International Inc. 
SINO,Sino-Global Shipping America L 
SLP,Simulations Plus Inc. 
SVA,Sinovac Biotech Ltd. 
TCI,Transcontinental Realty Investo 
TNP,Tsakos Energy Navigation Ltd Co 
ULTR,Ultrapetrol (Bahamas) Limited 
CLNT, Cleantech Solutions Internation 
FES, Forbes Energy Services Ltd 
GURE, Gulf Resources  Inc. 
MNGA, MagneGas Corporation 
MPO, Midstates Petroleum Company  In 
AND,Global X FTSE Andean 40 ETF
MINT,PIMCO Enhanced Short Maturity Strategy Fund ETF
CSM,ProShares Credit Suisse 130/30 ETF
ONTX,Onconova Therapeutics Inc. 
JTPY,JetPay Corporation 
EROS,Eros International Plc 
CORI,Corium International Inc. 
EVDY,Everyday Health Inc. 
NSEC,National Security Group Inc. 
REPH,Recro Pharma Inc. 
WB,Weibo Corporation 
FNJN,Finjan Holdings Inc.
IMNP,Immune Pharmaceuticals Inc.
OXBR,Oxbridge Re Holdings Limited
SCYX,SCYNEXIS Inc.
TBIO,Transgenomic Inc.
CBMG,Cellular Biomedicine Group Inc
CASI,CASI Pharmaceuticals Inc.
CAPN,Capnia Inc.
ASND,Ascendis Pharma
STDY,STEADYMED LTD.
JNP,Juniper Pharmaceuticals  Inc.
CDOR,Condor Hospitality Trust Inc.
ZYNE,Zynerba Pharmaceuticals
CSWI,CSW Industrials  Inc.
MIRN,Mirna Therapeutics  Inc.
NBRV,Nabriva Therapeutics AG
IDXG,Interpace Diagnostics Group  Inc.
AFI,Armstrong Flooring  Inc.
