ADAT,Authentidate Holding Corp. 
BKE,Buckle Inc. (The) Common 
CPB,Campbell Soup Company Common St 
CSS,CSS Industries Inc. Common Sto 
CTRP,Ctrip.com International Ltd. 
DE,Deere & Company Common 
EFUT,eFuture Information Technology  
EJ,E-House (China) Holdings Limite 
FL,Footlocker Inc. 
GMAN,Gordmans Stores Inc. 
GSOL,Global Sources Ltd. 
NM,Navios Maritime Holdings Inc. C 
REX,REX American Resources Corporat 
SFUN,SouFun Holdings Limited America 
HIBB, Hibbett Sports  Inc. 
IGLD, Internet Gold Golden Lines Ltd. 
OBAS, Optibase Ltd. 
AMLP,ALPS Alerian MLP ETF
DXLG,Destination XL Group Inc. 
WBAI,500.com Limited 
KZ,KongZhong Corporation
ORPN,Bio Blast Pharma Ltd.
CYRX,Cryoport  Inc.
