CNS,Cohn & Steers Inc Common 
KMI, Kinder Morgan  Inc. Common Stoc 
AMNB,American National Bankshares I 
AMRB,American River Bankshares 
APH,Amphenol Corporation Common Sto 
AVT,Avnet Inc. Common 
BSET,Bassett Furniture Industries I 
BGG,Briggs & Stratton Corporation C 
CATY,Cathay General Bancorp 
CVLY,Codorus Valley Bancorp Inc 
CBSH,Commerce Bancshares Inc. 
CVBF,CVB Financial Corporation 
CY,Cypress Semiconductor Corporati 
DLX,Deluxe Corporation Common 
EGBN,Eagle Bancorp Inc. 
ECF, Ellsworth Fund Ltd 
EFSC,Enterprise Financial Services C 
FFIV,F5 Networks Inc. 
FCS,Fairchild Semiconductor Interna 
LION,Fidelity Southern Corporation 
FFIN,First Financial Bankshares Inc 
INBK,First Internet Bancorp 
GS,Goldman Sachs Group Inc. (The) 
HFBL,Home Federal Bancorp Inc. of Louisiana 
JCI,Johnson Controls Inc. Common S 
KLAC,KLA-Tencor Corporation 
VIVO,Meridian Bioscience Inc. 
NPBC,National Penn Bancshares Inc. 
NTRS,Northern Trust Corporation 
NVEC,NVE Corporation 
OVLY,Oak Valley Bancorp (CA) 
OLBK,Old Line Bancshares Inc. 
ORI,Old Republic International Corp 
PCBK,Pacific Continental Corporation 
PPBI,Pacific Premier Bancorp Inc 
PACW,PacWest Bancorp 
PLXS,Plexus Corp. 
PCP,Precision Castparts Corporation 
PTC,PTC Inc. 
QSII,Quality Systems Inc. 
RJF,Raymond James Financial Inc. C 
FRBK,Republic First Bancorp Inc. 
SIFY, Sify Technologies Limited 
SONA,Southern National Bancorp of Vi 
TEL,TE Connectivity Ltd. New Switze 
TCBI,Texas Capital Bancshares Inc. 
TZOO,Travelzoo Inc. 
UBSH,Union First Market Bankshares C 
UCBI,United Community Banks Inc. 
XLNX,Xilinx Inc. 
CUBI,Customers Bancorp Inc. 
UFI,Unifi Inc. New Common 
