ACTS,Actions Semiconductor Co. Ltd. 
BOSC,B.O.S. Better Online Solutions 
FFHL,Fuwei Films (Holdings) Co. Ltd 
LORL,Loral Space and Communications 
MNR,Monmouth Real Estate Investment 
RENN,Renren Inc. American Depositary 
SCVL,Shoe Carnival Inc. 
SFUN,SouFun Holdings Limited America 
STM,STMicroelectronics N.V. Common  
THO,Thor Industries Inc. Common St 
WILC,G. Willi-Food International  L 
XEL,Xcel Energy Inc. Common 
KF, Korea Fund  Inc. (The) New Comm 
OBAS, Optibase Ltd. 
VNET, 21Vianet Group  Inc. 
HNNA,Hennessy Advisors Inc. 
LEJU,Leju Holdings Limited 
QURE,uniQure N.V. 
AAAP,Advanced Accelerator Applications S.A.
