ABR,Arbor Realty Trust Common 
AEE,Ameren Corporation Common 
AINV,Apollo Investment Corporation 
AXL,American Axle & Manufacturing H 
BID,Sotheby's Common 
BIP,Brookfield Infrastructure Partn 
BPL,Buckeye Partners L.P. Common St 
CBG,CBRE Group Inc Common 
CNK,Cinemark Holdings Inc Cinemark  
CNP,CenterPoint Energy Inc (Holdin 
DUK,Duke Energy Corporation (Holdin 
GEL,Genesis Energy L.P. Common Uni 
MCO,Moody's Corporation Common Stoc 
MSG,The Madison Square Garden Compa 
NWN,Northwest Natural Gas Company C 
PGR,Progressive Corporation (The) C 
PNW,Pinnacle West Capital Corporati 
REV,Revlon Inc. New Common 
ROCK,Gibraltar Industries Inc. 
ROLL,RBC Bearings Incorporated 
RUTH,Ruth's Hospitality Group Inc. 
SSP,E.W. Scripps Company (The) Comm 
WPC,W.P. Carey & Co. LLC Common Sto 
XRAY,DENTSPLY International Inc. 
BLMN, Bloomin' Brands  Inc. 
HMSY, HMS Holdings Corp 
HRC, Hill-Rom Holdings Inc Common St 
HY, Hyster-Yale Materials Handling  
IEP, Icahn Enterprises L.P. 
IMGN, ImmunoGen  Inc. 
RLGY, Realogy Holdings Corp. Common S 
SN, Sanchez Energy Corporation Comm 
USCR, U S Concrete  Inc. 
PBPB,Potbelly Corporation 
DOC,Physicians Realty Trust 
ARCB,ArcBest Corporation 
OFS,OFS Capital Corporation 
SHLX,Shell Midstream Partners L.P. 
SNR,New Senior Investment Group Inc
TSE,Trinseo S.A. Ordinary Shares
ARES,Ares Management L.P. Common Uni
UNVR,Univar Inc.
MSGN,MSG Networks Inc.
OBLN,Obalon Therapeutics  Inc.
