CCG,Campus Crest Communities Inc.  
BBSI,Barrett Business Services Inc. 
LNCE,Snyder's-Lance Inc. 
NKTR,Nektar Therapeutics 
SSW,Seaspan Corporation Seaspan Cor 
LINE,Linn Energy LLC 
GCAP,GAIN Capital Holdings Inc. Com 
TERP,TerraForm Power Inc.
WMC, Western Asset Mortgage Capital  
DLTR,Dollar Tree Inc. 
ASPS,Altisource Portfolio Solutions  
CTCM,CTC Media Inc. 
TLGT,Teligent  Inc.
ABM,ABM Industries Incorporated Com 
AERI,Aerie Pharmaceuticals Inc. 
ACY,AeroCentury Corp. Common 
AVD,American Vanguard Corporation C 
ACRE, Ares Commercial Real Estate Cor 
ASNA, Ascena Retail Group  Inc. 
AZO,AutoZone Inc. Common 
AVGR,Avinger Inc.
BV,Bazaarvoice Inc. 
BBG,Bill Barrett Corporation Common 
BOBE,Bob Evans Farms Inc. 
BONA,Bona Film Group Limited 
CASM,CAS Medical Systems Inc. 
CWST,Casella Waste Systems Inc. 
CAW,CCA Industries Inc. Common Sto 
CHUY, Chuy's Holdings  Inc. 
CPSH,CPS TECHNOLOGIES CP
DFRG, Del Frisco's Restaurant Group   
DMD, Demand Media Inc. Common 
DCIX, Diana Containerships Inc. 
DKS,Dick's Sporting Goods Inc Commo 
KODK,Eastman Kodak Co. 
EPIQ,EPIQ Systems Inc. 
EVDY,Everyday Health Inc. 
XCO,EXCO Resources Inc. Exco Resou 
FTAI,Fortress Transportation and Infrastructure Investors LLC
GKOS,Glaukos Corporation
GSL,Global Ship Lease Inc New Class 
GWRE,Guidewire Software Inc. Common 
HZN,Horizon Global Corporation
ICAD, icad inc. 
JASN,Jason Industries Inc.
JD,JD.com Inc.
KATE,Kate Spade & Company 
KEQU,Kewaunee Scientific Corporation 
KONA,Kona Grill Inc. 
FSTR,L.B. Foster Company 
MDT,Medtronic Inc. Common 
MIDD,The Middleby Corporation 
NAV,Navistar International Corporat 
NEO,Neogenomics Inc. 
NPTN, NeoPhotonics Corporation 
NWPX,Northwest Pipe Company 
OXFD,Oxford Immunotec Global PLC 
PRGX,PRGX Global Inc. 
PGR,Progressive Corporation (The) C 
REXI,Resource America Inc. 
RIGL,Rigel Pharmaceuticals Inc. 
ROST,Ross Stores Inc. 
SRI,Stoneridge Inc. Common 
TESO,Tesco Corporation 
TIVO,TiVo Inc. 
TRIB,Trinity Biotech plc 
UFPT,UFP Technologies Inc. 
UDF,United Development Funding IV
VEEV,Veeva Systems Inc. 
WK,Workiva Inc. Class A Common Sto
CNCE,Concert Pharmaceuticals Inc. 
AJX,Great Ajax Corp. Common
WMK,Weis Markets Inc. Common 
XIN,Xinyuan Real Estate Co Ltd Amer 
DAR,Darling International Inc. Comm 
LXRX,Lexicon Pharmaceuticals Inc. 
CAS,Castle (A.M.) & Co. Common Stoc 
BGFV,Big 5 Sporting Goods Corporatio 
CFI,Culp Inc. Common 
GBSN,Great Basin Scientific Inc.
ECYT, Endocyte  Inc. 
