AMWD,American Woodmark Corporation 
AVGO,Avago Technologies Limited 
BV,Bazaarvoice Inc. 
CCCL,China Ceramics Co. Ltd. 
CIEN,Ciena Corporation 
CONN,Conn's Inc. 
COO,Cooper Companies Inc. (The) Co 
CRVL,CorVel Corp. 
CTRP,Ctrip.com International Ltd. 
DCI,Donaldson Company Inc. Common  
MAYS,J. W. Mays Inc. 
MCZ,Mad Catz Interactive Inc Common 
MLAB,Mesa Laboratories Inc. 
NAV,Navistar International Corporat 
OESX,Orion Energy Systems Inc. Comm 
REX,REX American Resources Corporat 
SB,Safe Bulkers Inc Common 
SFUN,SouFun Holdings Limited America 
UNIS,Unilife Corporation 
VISN,VisionChina Media Inc. 
VLGEA,Village Super Market Inc. 
ZUMZ,Zumiez Inc. 
AMBA, Ambarella  Inc. 
CRDS, Crossroads Systems  Inc. 
FIVE, Five Below  Inc. 
HOV, Hovnanian Enterprises  Inc. Cla 
JOY, Joy Global Inc. Common 
SPCB,SuperCom Ltd. 
QUNR,Qunar Cayman Islands Limited 
WUBA,58.com Inc. 
EXTN,Exterran Corporation
