ACTS,Actions Semiconductor Co. Ltd. 
ADSK,Autodesk Inc. 
CCIH,ChinaCache International Holdin 
DL,China Distance Education Holdin 
DLA,Delta Apparel Inc. Common Stoc 
DSX,Diana Shipping inc. common stoc 
GASS,StealthGas Inc. 
GWRE,Guidewire Software Inc. Common 
JRJC,China Finance Online Co. Limite 
LORL,Loral Space and Communications 
MAGS,Magal Security Systems Ltd. 
RAVN,Raven Industries Inc. 
SFL,Ship Finance International Limi 
SOL,Renesola Ltd. Common Shares of  
TIF,Tiffany & Co. Common 
TNP,Tsakos Energy Navigation Ltd Co 
UTI,Universal Technical Institute I 
BERY, Berry Plastics Group  Inc. Comm 
FSC, Fifth Street Finance Corp. 
KF, Korea Fund  Inc. (The) New Comm 
LFVN, Lifevantage Corporation 
SPLK, Splunk Inc. 
SUPN, Supernus Pharmaceuticals  Inc. 
MNK,Mallinckrodt plc 
NORD,Nord Anglia Education Inc. 
OOMA,Ooma  Inc.
KEN,Kenon Holdings Ltd.
CSBR,Champions Oncology  Inc.
NOMD,Nomad Foods Limited
ATKR,Atkore International Group Inc.
NTNX,NUTANIX INC
