A,Agilent Technologies Inc. Comm 
AMWD,American Woodmark Corporation 
ARCI,Appliance Recycling Centers of  
BECN,Beacon Roofing Supply Inc. 
BITA,Bitauto Holdings Limited Americ 
CO,China Cord Blood Corporation. C 
CUB,Cubic Corporation Common 
DPW,Digital Power Corporation Commo 
GLAD,Gladstone Capital Corporation 
GLBS,Globus Maritime Limited 
INTU,Intuit Inc. 
NOAH,Noah Holdings Ltd. American Dep 
RAVN,Raven Industries Inc. 
SBLK,Star Bulk Carriers Corp. 
URBN,Urban Outfitters Inc. 
GBDC, Golub Capital BDC  Inc. 
HRG, Harbinger Group Inc Common Stoc 
IGC, India Globalization Capital Inc 
NQ, NQ Mobile Inc. American Deposit 
PANW, Palo Alto Networks  Inc. Common 
SGRP, SPAR Group  Inc. 
VIPS, Vipshop Holdings Limited Americ 
MICT,Micronet Enertec Technologies Inc. 
ENTA,Enanta Pharmaceuticals Inc. 
FSAM,Fifth Street Asset Management I
HPE,Hewlett Packard Enterprise Company
COE,China Online Education Group
FANH,Fanhua Inc. - American deposita
