ABM,ABM Industries Incorporated Com 
ALOG,Analogic Corporation 
AVAV,AeroVironment Inc. 
AZO,AutoZone Inc. Common 
BOBE,Bob Evans Farms Inc. 
CONN,Conn's Inc. 
GENC,Gencor Industries Inc. 
KEQU,Kewaunee Scientific Corporation 
LORL,Loral Space and Communications 
MFRI,MFRI Inc. 
OXM,Oxford Industries Inc. Common  
PLAB,Photronics Inc. 
POWL,Powell Industries Inc. 
RENN,Renren Inc. American Depositary 
SEAC,SeaChange International Inc. 
SIGM,Sigma Designs Inc. 
TCCO,Technical Communications Corpor 
TOL,Toll Brothers Inc. Common 
FEIM, Frequency Electronics  Inc. 
FRAN, Francesca's Holdings Corporatio 
HOME, Home Federal Bancorp  Inc. 
SEV, Sevcon  Inc. 
HDS,HD Supply Holdings Inc. 
COUP,Coupons.com Incorporated 
HQY,HealthEquity Inc.
MIK,The Michaels Companies Inc.
APDN,Applied DNA Sciences Inc
BNED,Barnes & Noble Education  Inc.
KEN,Kenon Holdings Ltd.
