AEP,American Electric Power Company ,Bullish
ALL,Allstate Corporation (The) Comm ,Bullish
CAT,Caterpillar Inc. Common ,Bullish
CSX,CSX Corporation Common ,Bullish
CVX,Chevron Corporation Common Stoc ,Bullish
D,Dominion Resources Inc. Common ,Bullish
DFS,Discover Financial Services Com ,Bullish
DUK,Duke Energy Corporation (Holdin ,Bullish
EQR,Equity Residential Common Share ,Bullish
EXC,Exelon Corporation Common ,Bullish
F,Ford Motor Company Common ,Bullish
GS,Goldman Sachs Group Inc. (The) ,Bullish
INTC,Intel Corporation ,Bullish
MRK,Merck & Company Inc. Common St ,Bullish
NOV,National Oilwell Varco Inc. Co ,Bullish
PG,Procter & Gamble Company (The)  ,Bullish
PM,Philip Morris International Inc ,Bullish
SO,Southern Company (The) Common S ,Bullish
SPG,Simon Property Group Inc. Comm ,Bullish
VZ,Verizon Communications Inc. Com ,Bullish
WDC,Western Digital Corporation ,Bullish
HCN, Health Care REIT  Inc. Common S ,Bullish
LLY, Eli Lilly and Company Common St ,Bullish
MDLZ, Mondelez International  Inc. ,Bullish
BKCC,BlackRock Kelso Capital Corpora ,Bearish
