OS,ABAX,ABAXIS Inc. ,43.48,28.1739
OS,ALU,Alcatel-Lucent Common ,3.48,31.8378
OS,AOI,Alliance One International Inc ,9.24,32.6265
OS,ARM,ARM Holdings plc ,27000,34.4327
OS,ASFI,Asta Funding Inc. ,7.43,39.4774
OS,CMFO,China Marine Food Group Limited ,0.08,19.9982
OS,DCTH,Delcath Systems Inc. ,0.29,29.4321
OS,EXM,Excel Maritime Carriers Ltd. ,2.5,37.3487
OS,LANC,Lancaster Colony Corporation ,102.13,28.0675
OS,LEDS,SemiLEDS Corporation ,0.31,35.0688
OS,MFNC,Mackinac Financial Corporation ,10.2,35.4877
OS,NOK,Nokia Corporation Sponsored Ame ,6.34,30.4059
OS,PROV,Provident Financial Holdings I ,17.18,32.3685
OS,QTM,Quantum Corporation Common Stoc ,0.44,21.2136
OS,RVR,White River Capital Inc ,0.005,0.171693
OS,SFD,Smithfield Foods Inc. Common S ,0.45,30.4922
OS,SLI,SL Industries Inc. Common Stoc ,29.5,36.0113
OS,SMFG,Sumitomo Mitsui Financial Group ,6.08,22.5949
OS,TEAR,TearLab Corporation ,1.01,30.6641
OS,WAVX,Wave Systems Corp. ,0.11,24.6251
OS,YUII,YUHE INT`L INC ,0.001,13.5684
OS,CANE, Teucrium Sugar Fund ETV ,8.83,30.0831
OS,CLBH, Carolina Bank Holdings Inc. ,16.02,27.7125
OS,CRDS, Crossroads Systems  Inc. ,0.29,14.403
OS,DGICB, Donegal Group  Inc. ,13.64,4.61432
OS,ETAK, Elephant Talk Communications  I ,0.2,32.8925
OS,FSBK, First South Bancorp Inc ,8.1,35.7984
OS,NGVC, Natural Grocers by Vitamin Cott ,18.02,29.6923
OS,SGAR, iPath Pure Beta Sugar ETN ,20.62,28.6367
OS,SGG, iPath DJ-UBS Sugar Subindex Tot ,28.59,26.9818
OS,WDTI, WisdomTree Managed Futures Stra ,41.45,37.4315
OS,BSCI,Guggenheim BulletShares 2018 Corp Bond ETF,20.99,39.1602
OS,BSCJ,Guggenheim BulletShares 2019 Corp Bond ETF,20.85,35.6183
OS,MINT,PIMCO Enhanced Short Maturity Strategy Fund ETF,100.63,38.7487
OS,SDP,ProShares UltraShort Utilities ETF,41.87,30.9836
OS,TGLS,Tecnoglass Inc. ,11.2,12.9396
OS,TCFC,The Community Financial Corp. ,19.5,22.7109
OS,BSCL,Guggenheim BulletShares 2021 Corp Bd ETF ,20.49,40.6958
OS,FGL,Fidelity and Guaranty Life Common ,24.86,36.0541
OS,PPHMP,Peregrine Pharmaceuticals  Inc. ,20.8,38.6727
OS,TRIV,TriVascular Technologies Inc. ,5.31,30.6972
OS,IBME,iShares iBonds  Sep 2016 AMT-Fr ,26.4,36.6255
OS,BVXV,BiondVax Pharmaceuticals Ltd.,3.4,37.3702
OS,APIC,Apigee Corporation,7.35,36.1893
OB,ACFN,Acorn Energy Inc. ,0.19,63.4316
OB,ACNB,ACNB Corporation ,21.93,61.4697
OB,ADC,Agree Realty Corporation Common ,37.15,73.6917
OB,AEE,Ameren Corporation Common ,45.66,67.9835
OB,AEP,American Electric Power Company ,61.79,68.0204
OB,AFFY,Affymax Inc. ,0.09,67.2782
OB,ALE,Allete Inc. ,53.54,66.2391
OB,ALR,Alere Inc. Common ,54.11,77.5757
OB,ARG,Airgas Inc. Common ,140.22,74.5437
