ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
ADM,Archer-Daniels-Midland Company  ,2016-11-03,47.43,0.5839120745658875,0.9790818691253662,80.9017,86.8691,0.15205046922390095
BDE,Black Diamond Inc. ,2016-11-03,5.35,0.033358704298734665,0.09010493755340576,74.6096,73.7143,0.10399244136063117
BG,Bunge Limited Bunge Limited ,2016-11-03,69.32,0.9609839022159576,1.8489508628845215,80.9551,86.8167,0.17012444160520285
CORT,Corcept Therapeutics Incorporat ,2016-11-03,7.89,0.06919707357883453,0.1700958013534546,79.4442,81.1673,0.23091467161802987
GIGM,GigaMedia Limited ,2016-11-03,2.69,0.0228220010176301,0.03438892215490341,74.3919,79.2069,0.1221310893815508
LOPE,Grand Canyon Education Inc. ,2016-11-03,47.06,0.4998552203178406,0.866976261138916,84.4852,89.0329,0.15856835820141038
MLVF,Malvern Federal Bancorp Inc. ,2016-11-03,18.3,0.1035415530204773,0.16574621200561523,78.081,99.4553,0.10920396013964785
ICFI, ICF International  Inc. ,2016-11-03,48.95,0.23822546005249023,0.5019456148147583,77.7562,77.194,0.11012531675484541
JJT, iPath DJ-UBS Tin Subindex Total ,2016-11-03,50,0.4175370931625366,0.6499109268188477,81.8587,97.6917,0.16619371480140735
SPXS, Direxion Daily S&P 500 Bear 3X ,2016-11-03,13.59,0.09015888720750809,0.1741984486579895,70.2557,78.8287,0.10231365457698503
SPXU,ProShares UltraPro Short S&P500 ETF,2016-11-03,25.67,0.17151601612567902,0.32884520292282104,70.2221,79.5039,0.10369280606943392
TWM,ProShares UltraShort Russell2000 ETF,2016-11-03,33.46,0.3243938684463501,0.49151813983917236,73.7656,90.1704,0.1710006311387866
FSBW,FS Bancorp Inc. ,2016-11-03,30.54,0.2092248797416687,0.33395397663116455,72.897,92.4404,0.1002333182939271
FOXA,Twenty-First Century Fox Inc. ,2016-11-03,27.71,0.16218647360801697,0.25428861379623413,75.2491,82.3811,0.14535435210593697
FOX,Twenty-First Century Fox Inc. ,2016-11-03,27.53,0.14222747087478638,0.20965629816055298,71.1642,78.6809,0.12069604113033866
