ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AMAP,AutoNavi Holdings Limited ,Technology,2015-11-30,0.51,-0.0106680318713188,35.8333,26.1854,0.0321195,0.128478050231934
ARTC,ArthroCare Corporation ,Healthcare,2015-11-30,1.1,,1.80432,16.5053,0.54148,2.16592049598694
CARV,Carver Bancorp Inc. ,Financial,2015-11-30,5.61,-0.0943997800350189,7.60271,28.4028,0.391041,1.56416451931
CFNB,California First National Banco ,Financial,2015-11-30,13.21,-0.11064681969583,53.79,27.2075,0.157016,0.62806361913681
CRMT,America's Car-Mart Inc. ,Services,2015-11-30,26.48,-1.60835814476013,33.4477,24.6248,3.05056,12.2022266387939
CSC,Computer Sciences Corporation C ,Technology,2015-11-30,31.33,-7.25451326370239,64.6911,11.2352,8.03394,32.1357650756836
QADA,QAD Inc. ,Technology,2015-11-30,23.21,-0.577336192131042,38.3512,28.7047,1.02715,4.10858726501465
DPU, DB Commodity DB Commodity Long  ,N/A,2015-11-30,7.49,-0.415045917034149,-1.06893e-12,7.87231,0.574886,2.29954385757446
IGOI, iGo  Inc ,Technology,2015-11-30,2.92,-0.0293332487344742,38.2783,19.526,0.0695734,0.278293758630753
LD, iPath DJ-UBS Lead Subindex Tota ,N/A,2015-11-30,24.6,-2.26327705383301,7.08602e-13,3.2634,3.73591,14.9436225891113
OSH, Orchard Supply Hardware Stores  ,Services,2015-11-30,0.28,,-4.996e-13,21.6254,0.0224008,0.0896030068397522
RTLA, iPath Long Extended Russell 200 ,N/A,2015-11-30,143.61,-1.96039402484894,-5.13645e-12,0.0331708,2.42873,9.7149076461792
TROVU, TrovaGene  Inc. ,N/A,2015-11-30,17.09,-1.00882411003113,40.7527,0.0376638,2.16052,8.64209842681885
UBM, E-TRACS USB Bloomberg Commodity ,N/A,2015-11-30,11.12,-0.204186379909515,6.35465e-12,7.32586,0.493206,1.97282230854034
EMDI,iShares MSCI Emerging Markets Cons Disc ETF,Global Equity ETF,2015-11-30,41.8,-1.024767100811,9.77811e-13,0.421657,1.27581,5.10325050354004
EGRW,iShares MSCI Emerging Markets Growth ETF,Global Equity ETF,2015-11-30,47,-0.343910068273544,0,2.65425,0.436,1.74400043487549
