ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ABAX,ABAXIS Inc. ,Healthcare,2015-10-28,53.49,1.84396433830261,37.1284,70.688,2.41447,9.65787887573242
ABCB,Ameris Bancorp ,Financial,2015-10-28,32.33,0.684365153312683,92.1822,77.8181,1.09488,4.37952184677124
AIG,American International Group I ,Financial,2015-10-28,63.89,0.657352566719055,93.5308,75.6475,1.88697,7.54788255691528
AIN,Albany International Corporatio ,Industrial Goods,2015-10-28,37.71,1.15791201591492,59.2617,76.0059,1.9453,7.78118181228638
AMKR,Amkor Technology Inc. ,Technology,2015-10-28,6.41,0.204528391361237,85.2945,75.8196,0.562299,2.24919724464417
AMNB,American National Bankshares I ,Financial,2015-10-28,25.65,0.21783971786499,95.9128,70.4453,0.612413,2.44965052604675
BAC,Bank of America Corporation Com ,Financial,2015-10-28,17.28,0.226901769638062,93.5649,70.0763,0.470295,1.88118016719818
BAH,Booz Allen Hamilton Holding Cor ,Services,2015-10-28,30.3,0.521712303161621,73.622,74.8707,0.792153,3.16861057281494
BDC,Belden Inc Common ,Industrial Goods,2015-10-28,62.93,2.26443898677826,82.4777,77.6496,3.24992,12.9996681213379
BDGE,Bridge Bancorp Inc. ,Financial,2015-10-28,30.1,0.288656949996948,86.0784,74.7546,1.06653,4.26612091064453
BFR,BBVA Banco Frances S.A. Common  ,Financial,2015-10-28,24.04,1.26321125030518,84.4889,82.8196,2.23615,8.94461727142334
BMA,Banco Macro S.A.  ADR (represen ,Financial,2015-10-28,62.85,3.71700000762939,85.1762,81.3419,6.47092,25.8836994171143
BOCH,Bank of Commerce Holdings (CA) ,Financial,2015-10-28,6.14,0.0494416058063507,76.2849,71.4327,0.118652,0.47460675239563
BRKL,Brookline Bancorp Inc. ,Financial,2015-10-28,11.66,0.181208461523056,82.387,72.0029,0.470242,1.88096857070923
BT,BT Group plc Common ,Technology,2015-10-28,71.56,0.766371130943298,93.2125,70.0727,2.20462,8.81846141815186
CBG,CBRE Group Inc Common ,Financial,2015-10-28,37.57,0.521342754364014,77.1322,73.4062,1.42348,5.69390296936035
CDNS,Cadence Design Systems Inc. ,Technology,2015-10-28,22.41,0.216328352689743,43.1722,70.3369,0.421733,1.68693065643311
CHE,Chemed Corp ,Healthcare,2015-10-28,157.72,5.27980089187622,75.2772,73.9734,9.18747,36.749885559082
CHNR,China Natural Resources Inc. ,Basic Materials,2015-10-28,2.34,0.174152582883835,76.8146,70.1796,0.326322,1.30528926849365
CRESY,Cresud S.A.C.I.F. y A. ,NULL,2015-10-28,12.77,0.405415058135986,87.4358,81.9904,0.837426,3.34970307350159
CTRP,Ctrip.com International Ltd. ,Services,2015-10-28,88.41,3.42732429504395,76.7857,75.9525,7.71665,30.8665885925293
CVLT,CommVault Systems Inc. ,Technology,2015-10-28,40.52,0.902302622795105,81.9916,77.9,1.43016,5.72063112258911
CYNO,Cynosure Inc. ,Healthcare,2015-10-28,37.81,1.15141689777374,89.237,73.6657,1.80718,7.22872161865234
DCOM,Dime Community Bancshares Inc. ,Financial,2015-10-28,18.39,0.23025780916214,88.5105,70.0252,0.410308,1.64123106002808
DHX,Dice Holdings Inc. Common Stoc ,Services,2015-10-28,9,0.195906937122345,75.9824,71.5275,0.39477,1.57908082008362
DMND,Diamond Foods Inc. ,Consumer Goods,2015-10-28,38,1.08762764930725,89.0632,72.9164,1.8126,7.2503924369812
EDN,Empresa Distribuidora Y Comerci ,Utilities,2015-10-28,19.21,1.31311881542206,80.9023,84.3837,1.83317,7.33266448974609
EGBN,Eagle Bancorp Inc. ,Financial,2015-10-28,50.52,0.641369819641113,75.7998,72.1033,1.8098,7.2392144203186
EGHT,8x8 Inc ,Technology,2015-10-28,11.18,0.289819836616516,95.4143,83.4259,0.929542,3.71816635131836
FCCY,1st Constitution Bancorp (NJ) ,Financial,2015-10-28,12.22,0.139710962772369,52.9227,70.743,0.195058,0.780230104923248
FDP,Fresh Del Monte Produce Inc. C ,Consumer Goods,2015-10-28,44.88,0.71759045124054,82.8714,76.9756,1.47018,5.88071250915527
FELE,Franklin Electric Co. Inc. ,Industrial Goods,2015-10-28,33.83,1.46569901704788,59.0251,75.9056,1.74282,6.97129535675049
FULT,Fulton Financial Corporation ,Financial,2015-10-28,13.8,0.212082028388977,91.9813,73.7211,0.530163,2.12065196037292
FUNC,First United Corporation ,Financial,2015-10-28,8.6,0.0950256362557411,73.4723,72.4946,0.117822,0.471287369728088
GGAL,Grupo Financiero Galicia S.A. ,Financial,2015-10-28,26.9,1.17082834243774,75.8706,83.7721,2.42963,9.71853351593018
GMET,GeoMet Inc. ,Basic Materials,2015-10-28,0.02,0.00185204483568668,11.1111,99.9325,0.00212426,0.00849705841392279
GSOL,Global Sources Ltd. ,Technology,2015-10-28,9.37,0.168509393930435,86.6439,75.4223,0.261159,1.04463493824005
IR,Ingersoll-Rand plc (Ireland) ,Industrial Goods,2015-10-28,58.66,0.885469317436218,93.9066,70.8681,1.9949,7.97958374023438
JBSS,John B. Sanfilippo & Son Inc. ,Consumer Goods,2015-10-28,60.23,1.9233592748642,80.5147,72.747,2.41496,9.65985679626465
JBT,John Bean Technologies Corporat ,Industrial Goods,2015-10-28,45.86,1.10353851318359,92.8901,80.6516,1.85208,7.40831327438354
JLL,Jones Lang LaSalle Incorporated ,Financial,2015-10-28,163.77,2.34033501148224,78.9041,72.5582,4.35052,17.4020709991455
LLL,L-3 Communications Holdings In ,Industrial Goods,2015-10-28,125.59,2.4329628944397,94.2955,80.4356,5.11837,20.4734668731689
LVLT,Level 3 Communications Inc. Co ,Technology,2015-10-28,51.89,0.668194532394409,87.4406,71.4043,2.39702,9.58809089660645
MAS,Masco Corporation Common ,Industrial Goods,2015-10-28,29.25,0.465863406658173,89.58,74.7565,0.860554,3.44221639633179
MCRI,Monarch Casino & Resort Inc. ,Services,2015-10-28,21.94,0.803637146949768,89.3127,81.5964,1.50978,6.03911066055298
MRCY,Mercury Computer Systems ,Technology,2015-10-28,18.32,0.24258941411972,82.5735,76.6791,0.685507,2.74202990531921
MTN,Vail Resorts Inc. Common ,Services,2015-10-28,115.55,1.06492447853088,96.6171,70.732,3.38343,13.5337181091309
MUSA,Metals USA Holdings Corp. Commo ,Basic Materials,2015-10-28,61.6,1.10305595397949,81.1075,75.0388,1.97417,7.89669132232666
NOC,Northrop Grumman Corporation Co ,Industrial Goods,2015-10-28,190.5,2.41050481796265,91.1743,79.7311,6.28071,25.1228294372559
NWBI,Northwest Bancshares Inc. ,Financial,2015-10-28,14.04,0.124843597412109,91.6741,71.8331,0.321275,1.28509831428528
OSBC,Old Second Bancorp Inc. ,Financial,2015-10-28,6.99,0.131616815924644,87.8427,81.5978,0.18992,0.759681642055511
PAM,Pampa Energia S.A. Pampa Energi ,Utilities,2015-10-28,23.6,1.20241570472717,95.0529,86.1953,2.45459,9.81837177276611
PBY,Pep Boys-Manny Moe & Jack (The ,Services,2015-10-28,14.98,0.54955780506134,74.224,76.6504,0.959666,3.8386652469635
PNY,Piedmont Natural Gas Company I ,Utilities,2015-10-28,57.38,3.20311975479126,87.579,89.3305,5.9375,23.7499866485596
PXP,Plains Exploration & Production ,Basic Materials,2015-10-28,1.71,,35.7572,72.2167,0.0824958,0.329983294010162
RPT,Ramco-Gershenson Properties Tru ,Financial,2015-10-28,17.06,0.16795825958252,94.1181,75.2772,0.560352,2.2414083480835
SAH,Sonic Automotive Inc. Common S ,Services,2015-10-28,24.04,0.300100386142731,78.3832,70.5975,0.715625,2.86249971389771
SFNC,Simmons First National Corporat ,Financial,2015-10-28,53.78,0.713721513748169,90.5138,70.906,2.16362,8.65446472167969
SMP,Standard Motor Products Inc. C ,Consumer Goods,2015-10-28,40.33,0.644720315933228,95.8011,76.9467,1.6977,6.79079675674438
SRCE,1st Source Corporation ,Financial,2015-10-28,33.65,0.488079130649567,85.5499,70.441,0.819915,3.27965831756592
SYBT,S.Y. Bancorp Inc. ,Financial,2015-10-28,39.93,0.449486970901489,82.8223,70.3567,1.0943,4.37721633911133
SYKE,Sykes Enterprises Incorporated ,Technology,2015-10-28,29.87,0.385311126708984,89.4306,79.6385,1.32528,5.30111455917358
TEN,Tenneco Inc. Common ,Consumer Goods,2015-10-28,56.75,1.43437457084656,84.7688,73.7268,3.55176,14.207049369812
TEO,Telecom Argentina SA ,Technology,2015-10-28,18.83,0.928597450256348,75.5854,78.3368,1.19463,4.77853155136108
TGS,Transportadora de Gas del Sur S ,Utilities,2015-10-28,5.72,0.261819630861282,78.4817,81.7004,0.436111,1.74444484710693
TOWN,Towne Bank ,Financial,2015-10-28,22.38,0.273302555084229,96.7374,79.3397,1.00932,4.03728914260864
TREE,Tree.com Inc. ,Financial,2015-10-28,127.29,7.19414710998535,86.7669,73.0244,12.3468,49.3871803283691
TSS,Total System Services Inc. Com ,Services,2015-10-28,54.72,0.871112108230591,98.3922,79.5522,2.32452,9.29808902740479
UCFC,United Community Financial Corp ,Financial,2015-10-28,5.74,0.108305692672729,94.6039,71.9508,0.257268,1.02907395362854
VVI,Viad Corp Common ,Services,2015-10-28,32.7,0.271859288215637,83.2272,71.3476,1.07979,4.31917428970337
