ACE,Ace Limited Common ,Bullish
ALL,Allstate Corporation (The) Comm ,Bullish
ALXN,Alexion Pharmaceuticals Inc. ,Bullish
CAH,Cardinal Health Inc. Common St ,Bullish
EQR,Equity Residential Common Share ,Bullish
GM,General Motors Company Common S ,Bullish
KR,Kroger Company (The) Common Sto ,Bullish
LMT,Lockheed Martin Corporation Com ,Bullish
NOC,Northrop Grumman Corporation Co ,Bullish
PFE,Pfizer Inc. Common ,Bullish
PG,Procter & Gamble Company (The)  ,Bullish
SRE,Sempra Energy Common ,Bullish
SYY,Sysco Corporation Common ,Bullish
TMO,Thermo Fisher Scientific Inc Co ,Bullish
ADM,Archer-Daniels-Midland Company  ,Bearish
BAC,Bank of America Corporation Com ,Bearish
CAT,Caterpillar Inc. Common ,Bearish
GD,General Dynamics Corporation Co ,Bearish
PRU,Prudential Financial Inc. Comm ,Bearish
TWC,Time Warner Cable Inc Common St ,Bearish
UPS,United Parcel Service Inc. Com ,Bearish
IBM, International Business Machines ,Bearish
