GS,Goldman Sachs Group Inc. (The) ,Bullish
T,AT&T Inc. ,Bullish
UPS,United Parcel Service Inc. Com ,Bullish
AMZN,Amazon.com Inc. ,Bearish
BAX,Baxter International Inc. Commo ,Bearish
BK,Bank of New York Mellon Corpora ,Bearish
CMCSA,Comcast Corporation ,Bearish
DTV,DIRECTV ,Bearish
FDX,FedEx Corporation Common ,Bearish
GS,Goldman Sachs Group Inc. (The) ,Bearish
MMM,3M Company Common ,Bearish
NOC,Northrop Grumman Corporation Co ,Bearish
SE,Spectra Energy Corp Common Stoc ,Bearish
TGT,Target Corporation Common ,Bearish
TWC,Time Warner Cable Inc Common St ,Bearish
WMB,Williams Companies Inc. (The)  ,Bearish
STT, State Street Corporation Common ,Bearish
