ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AAP,Advance Auto Parts Inc Advance  ,Services,2015-11-13,161.62,-8.94580018520355,30.4399,20.7829,10.533,42.1320648193359
ABG,Asbury Automotive Group Inc Com ,Services,2015-11-13,68.98,-1.85941457748413,12.4919,28.3934,4.40577,17.6230716705322
ADM,Archer-Daniels-Midland Company  ,Consumer Goods,2015-11-13,37.76,-1.05553221702576,2.12569,21.2405,2.99876,11.9950532913208
AFSI,AmTrust Financial Services Inc ,Financial,2015-11-13,58.64,-1.94987535476685,14.3949,29.047,3.80833,15.2333087921143
AUO,AU Optronics Corp American Depo ,Technology,2015-11-13,2.65,-0.0474008768796921,7.65195,27.2827,0.127707,0.510826826095581
BBBY,Bed Bath & Beyond Inc. ,Services,2015-11-13,53.53,-1.41136527061462,22.0853,29.7501,1.7796,7.1184024810791
BBY,Best Buy Co. Inc. Common ,Services,2015-11-13,32.04,-0.564600884914398,17.9001,29.3301,1.16736,4.66942405700684
BEBE,bebe stores inc. ,Services,2015-11-13,0.57,-0.0971677899360657,13.8123,20.6528,0.124198,0.496792256832123
BIG,Big Lots Inc. Common ,Services,2015-11-13,41.47,-1.2299599647522,39.9911,28.3699,1.59778,6.39111566543579
BKE,Buckle Inc. (The) Common ,Services,2015-11-13,31.16,-0.54679012298584,12.9811,28.7811,1.54747,6.18989706039429
BONT,The Bon-Ton Stores Inc. ,Services,2015-11-13,2.4,-0.122961103916168,3.42356,28.5405,0.343096,1.37238597869873
CBMX,CombiMatrix Corporation ,Healthcare,2015-11-13,0.79,-0.0486380457878113,15.9524,22.9869,0.113834,0.455336093902588
CFI,Culp Inc. Common ,Industrial Goods,2015-11-13,25.98,-0.6154865026474,11.9266,29.9899,1.35676,5.42703676223755
CIB,BanColombia S.A. Common ,Financial,2015-11-13,30.83,-0.754211187362671,7.37405,25.009,2.00993,8.03973388671875
CNL,Cleco Corporation Common ,Utilities,2015-11-13,48.9,-0.514804363250732,6.78924,14.081,1.42761,5.71042585372925
CSCO,Cisco Systems Inc. ,Technology,2015-11-13,26.21,-0.499404486268759,6.37618,27.9358,1.1207,4.48279571533203
CVO,Cenveo Inc ,Services,2015-11-13,1.68,-0.0588265750557184,27.1384,29.7001,0.0742018,0.296807050704956
CVS,CVS Caremark Corporation Common ,Services,2015-11-13,91.81,-1.52166652679443,6.65402,25.4875,4.0724,16.2896118164062
CXW,Corrections Corporation of Amer ,Services,2015-11-13,24.67,-0.717911958694458,5.46248,23.3456,1.61571,6.46284770965576
DG,Dollar General Corporation Comm ,Services,2015-11-13,60.02,-1.4087963104248,15.2759,26.695,2.3471,9.38840770721436
DOX,Amdocs Limited Common ,Technology,2015-11-13,54.1,-1.47779321670532,22.0368,24.5974,2.20481,8.81924629211426
DTSI,DTS Inc. ,Technology,2015-11-13,25.21,-1.13429367542267,10.1863,29.7191,1.96659,7.86637449264526
EGLE,Eagle Bulk Shipping Inc. ,Services,2015-11-13,3.92,-0.386969804763794,4.434,20.8933,0.61069,2.4427604675293
ENR,Energizer Holdings Inc. Common ,Consumer Goods,2015-11-13,35.84,-1.28049612045288,13.6319,19.1722,2.23475,8.93901252746582
EZPW,EZCORP Inc. ,Services,2015-11-13,5.49,-0.270726516842842,17.3837,29.7596,0.321495,1.28597962856293
FCX,Freeport-McMoRan Copper & Gold ,Basic Materials,2015-11-13,8.68,-0.5306636095047,5.43644,26.3249,1.23207,4.92828702926636
FINL,The Finish Line Inc. ,Services,2015-11-13,16.34,-0.406188607215881,18.7954,23.9894,0.910414,3.64165663719177
FL,Footlocker Inc. ,Services,2015-11-13,58.04,-1.8587474822998,17.4325,24.3996,3.46453,13.8581352233887
FLO,Flowers Foods Inc. Common Stoc ,Consumer Goods,2015-11-13,23.51,-0.87300855666399,38.8071,26.8665,1.15468,4.61873865127563
FLWS,1-800 FLOWERS.COM Inc. ,Services,2015-11-13,7.54,-0.427286446094513,0.816786,27.098,0.724679,2.89871430397034
FOSL,Fossil Inc. ,Consumer Goods,2015-11-13,32.39,,22.506,14.1026,4.82231,19.2892570495605
GEO,Geo Group Inc (The) Common Stoc ,Services,2015-11-13,27.65,-0.947810173034668,2.269,29.2497,1.59242,6.36969757080078
GME,Gamestop Corporation Common Sto ,Services,2015-11-13,37.18,-1.89476370066404,32.4675,23.296,2.5292,10.1168003082275
GPI,Group 1 Automotive Inc. Common ,Services,2015-11-13,76.98,-1.98043823242188,11.8254,26.7495,2.7119,10.8475914001465
GPRO,Gen-Probe Incorporated ,Services,2015-11-13,21.16,-0.500516414642334,10.1191,26.9931,2.4827,9.9307804107666
GRH,GreenHunter Energy Inc Common s ,Utilities,2015-11-13,0.17,-0.0263235345482826,15.6372,27.3563,0.0587448,0.234979152679443
JCP,J.C. Penney Company Inc. Holdi ,Services,2015-11-13,7.44,-0.219206273555756,25.9851,28.291,0.590564,2.3622579574585
JWN,Nordstrom Inc. Common ,Services,2015-11-13,53.96,-1.86718606948853,25.7696,24.223,3.64392,14.5756969451904
KIRK,Kirkland's Inc. ,Services,2015-11-13,19.19,-0.958633720874786,6.75064,23.2523,1.18259,4.73034620285034
