ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ACAS,American Capital Ltd. ,Financial,2015-11-10,14.23,0.280514001846313,92.0357,74.7044,0.558392,2.23356986045837
ACHN,Achillion Pharmaceuticals Inc. ,Healthcare,2015-11-10,10.4,0.384563684463501,94.102,79.7913,0.968294,3.87317776679993
ADAT,Authentidate Holding Corp. ,Technology,2015-11-10,0.73,0.0535972565412521,82.6389,81.6729,0.098448,0.393792062997818
AUDC,AudioCodes Ltd. ,Technology,2015-11-10,4.19,0.115854859352112,93.0832,80.1829,0.253653,1.01461029052734
BERK,Berkshire Bancorp Inc. ,Financial,2015-11-10,8.05,0.0581173095852137,66.6667,79.5664,0.0677167,0.270866811275482
BNCN,BNC Bancorp ,Financial,2015-11-10,25.65,0.501781463623047,98.7405,77.1897,1.08265,4.33058309555054
CPST,Capstone Turbine Corporation ,Industrial Goods,2015-11-10,2.79,0.628901243209839,39.8886,89.309,0.790245,3.16098093986511
CSS,CSS Industries Inc. Common Sto ,Services,2015-11-10,30.83,0.495252966880798,96.6441,70.81,1.67005,6.68019866943359
CYTR,CytRx Corporation ,Healthcare,2015-11-10,3.25,0.0738322138786316,95.6892,70.6327,0.166316,0.66526585817337
DSGX,The Descartes Systems Group Inc ,NULL,2015-11-10,19.04,0.349688351154327,89.8889,70.7334,0.678063,2.71225309371948
EBIX,Ebix Inc ,Technology,2015-11-10,33.94,1.01861906051636,83.1274,76.205,2.50388,10.0155029296875
ELTK,Eltek Ltd. ,Technology,2015-11-10,1.39,0.0410358645021915,80.7969,71.2066,0.0671743,0.268697261810303
FRBK,Republic First Bancorp Inc. ,Financial,2015-11-10,4.31,0.0658984631299973,94.309,76.0268,0.176652,0.706609129905701
GDI,Gardner Denver Inc. Common Sto ,Industrial Goods,2015-11-10,0.02,,100,88.1469,0.0021272,0.00850881822407246
IRIX,IRIDEX Corporation ,Healthcare,2015-11-10,9.19,0.192446708679199,85.6368,72.4871,0.432273,1.72909224033356
ISIS,Isis Pharmaceuticals Inc. ,Healthcare,2015-11-10,64.12,2.71788597106934,95.7051,76.2598,6.79467,27.1786632537842
JCTCF,Jewett-Cameron Trading Company ,Industrial Goods,2015-11-10,10.26,0.178892344236374,48.8929,74.2913,0.402851,1.61140263080597
MFNC,Mackinac Financial Corporation ,Financial,2015-11-10,11.35,0.176609814167023,68.4681,70.0771,0.357122,1.42848968505859
MNOV,MediciNova Inc. ,Healthcare,2015-11-10,3.4,0.0919455513358116,85.6012,74.7453,0.167095,0.66838127374649
MPAA,Motorcar Parts of America Inc. ,Consumer Goods,2015-11-10,40.25,1.27790284156799,69.0401,79.3658,2.03833,8.15331268310547
NCMI,National CineMedia Inc. ,Services,2015-11-10,15.56,0.180229961872101,86.9431,72.1448,0.457489,1.82995736598969
NSC,Norfolk Southern Corporation Co ,Services,2015-11-10,88.57,1.9059419631958,63.8683,70.4165,2.77528,11.1011209487915
OME,Omega Protein Corporation Commo ,Consumer Goods,2015-11-10,22.03,0.765079259872437,79.9196,74.3229,1.38311,5.53244876861572
OPOF,Old Point Financial Corporation ,Financial,2015-11-10,18.02,0.281453371047974,53.7255,82.8144,0.74547,2.98188042640686
OSBC,Old Second Bancorp Inc. ,Financial,2015-11-10,7.81,0.174957156181335,93.774,83.3139,0.506971,2.0278856754303
