ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
CNH,CNH Global N.V. Common ,Industrial Goods,2016-03-28,0.7,-4.81954908370972,83.0517,9.78777,5.73745,22.9498043060303
DF,Dean Foods Company Common ,Consumer Goods,2016-03-28,17.02,-0.47409600019455,11.3895,28.7275,0.951869,3.80747580528259
GLCH,Gleacher & Company Inc. ,Financial,2016-03-28,1.7,-0.372503936290741,2.56179,14.1012,0.576133,2.30453085899353
PNRG,PrimeEnergy Corporation ,Basic Materials,2016-03-28,33.39,-2.18661737442017,20.5843,28.6265,5.9226,23.6903972625732
SCHS,School Specialty Inc. ,Services,2016-03-28,0.09,0,-9.25186e-14,0.64392,0.00212426,0.00849705561995506
USBI,United Security Bancshares Inc ,Financial,2016-03-28,7.94,-0.0981557220220566,8.20336,28.6004,0.206079,0.824316203594208
WGA,Wells-Gardner Electronics Corpo ,Technology,2016-03-28,0.34,-0.00633792951703072,23.2954,24.3729,0.0294608,0.117843084037304
MCBK, Madison County Financial  Inc. ,N/A,2016-03-28,19.9,-0.0830308496952057,2.29276,26.7103,0.181891,0.727564811706543
SYNC, Synacor  Inc. ,Technology,2016-03-28,1.4,-0.0597968697547913,12.1231,29.6965,0.139699,0.558797061443329
YANG, Direxion Daily China Bear 3x Sh ,N/A,2016-03-28,26.21,-16.555606842041,14.6919,17.1085,31.8449,127.379486083984
SPHS,Sophiris Bio Inc. ,Healthcare,2016-03-28,1.37,-0.0874542742967606,10.662,28.0365,0.180205,0.720819532871246
SPCB,SuperCom Ltd. ,Technology,2016-03-28,3.84,0,11.0569,26.7403,0.346028,1.38411033153534
PTLA,Portola Pharmaceuticals Inc. ,Healthcare,2016-03-28,19.01,-1.97433090209961,33.7982,24.656,2.96787,11.8714742660522
DSKX,DS Healthcare Group Inc. ,Consumer Goods,2016-03-28,0.81,-0.122507661581039,22.6505,21.7432,0.19373,0.774921715259552
XPLR,Xplore Technologies Corp. ,Technology,2016-03-28,3.64,-0.0481444299221039,16.0131,28.5326,0.121645,0.48658099770546
CTF,Nuveen Long/Short Commodity Tot ,N/A,2016-03-28,15.07,-0.0340521633625031,28.0197,25.0575,0.10277,0.41107913851738
SAGG,Direxion Daily Tot Bd Mkt Bear 1X Shares ,N/A,2016-03-28,32.09,-0.017267718911171,9.79123e-12,9.12359,0.0552116,0.220846354961395
SGYPW,Synergy Pharmaceuticals  Inc. ,N/A,2016-03-28,0.49,-0.0821990370750427,37.4044,23.8316,0.133469,0.533874154090881
SKYS,Sky Solar Holdings Ltd.,Utilities,2016-03-28,2.19,0,7.34121,28.115,0.348354,1.39341521263123
CYNA,Cynapsus Therapeutics ,N/A,2016-03-28,11.16,-0.26365339756012,22.111,19.9071,0.817096,3.26838421821594
AYA,Amaya  Inc.,N/A,2016-03-28,11.23,-0.705339908599854,22.4328,29.9144,1.19942,4.79769372940063
