AMGN,Amgen Inc. ,Bullish
BA,Boeing Company (The) Common Sto ,Bullish
CAH,Cardinal Health Inc. Common St ,Bullish
CTSH,Cognizant Technology Solutions  ,Bullish
DHR,Danaher Corporation Common Stoc ,Bullish
ITW,Illinois Tool Works Inc. Common ,Bullish
KR,Kroger Company (The) Common Sto ,Bullish
LMT,Lockheed Martin Corporation Com ,Bullish
LO,Lorillard Inc Common ,Bullish
MCK,McKesson Corporation Common Sto ,Bullish
MDT,Medtronic Inc. Common ,Bullish
MMM,3M Company Common ,Bullish
MO,Altria Group Inc. ,Bullish
PFE,Pfizer Inc. Common ,Bullish
RTN,Raytheon Company Common ,Bullish
SYY,Sysco Corporation Common ,Bullish
TEL,TE Connectivity Ltd. New Switze ,Bullish
TGT,Target Corporation Common ,Bullish
UTX,United Technologies Corporation ,Bullish
VFC,V.F. Corporation Common ,Bullish
VRTX,Vertex Pharmaceuticals Incorpor ,Bullish
YHOO,Yahoo! Inc. ,Bullish
FB, Facebook  Inc. ,Bullish
HCN, Health Care REIT  Inc. Common S ,Bullish
HD, Home Depot  Inc. (The) Common S ,Bullish
HON, Honeywell International Inc. Co ,Bullish
CSX,CSX Corporation Common ,Bearish
DTV,DIRECTV ,Bearish
LYB,LyondellBasell Industries NV Or ,Bearish
PRU,Prudential Financial Inc. Comm ,Bearish
YUM,Yum! Brands Inc. ,Bearish
HAL, Halliburton Company Common Stoc ,Bearish
