ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
CLNS,Colony NorthStar  Inc.,,
NS,Nustar Energy L.P.  Common Unit ,Basic Materials,Oil & Gas Pipelines
GIFI,Gulf Island Fabrication Inc. ,Basic Materials,Oil & Gas Equipment & Services
NSH,Nustar GP Holdings LLC Units ,Basic Materials,Oil & Gas Pipelines
LCUT,Lifetime Brands Inc. ,Consumer Goods,Housewares & Accessories
NKG, Nuveen Georgia Dividend Advanta ,Financial,Closed-End Fund - Debt
AKRX,Akorn Inc. ,Healthcare,Drugs - Generic
FEI,First Trust MLP and Energy Inco ,N/A,N/A
ASCMA,Ascent Capital Group Inc. ,Services,Security & Protection Services
BIG,Big Lots Inc. Common ,Services,Discount Variety Stores
APU,AmeriGas Partners L.P. Common  ,Utilities,Gas Utilities
