ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ADTN,ADTRAN Inc. ,Technology,2016-01-21,18.91,0.276888489723206,72.038,71.8306,0.544987,2.17994618415833
CRDC,Cardica Inc. ,Healthcare,2016-01-21,0.33,0.0304348580539227,81.8519,77.3432,0.0539356,0.215742439031601
SI,Siemens AG American Depositary  ,Technology,2016-01-21,0.115,0,100,77.7533,0.0176817,0.0707269385457039
VHC,VirnetX Holding Corp Common Sto ,Technology,2016-01-21,4.14,0.30369770526886,75.599,71.8419,0.658729,2.63491702079773
BANFP, BancFirst Corporation ,N/A,2016-01-21,27.99,0.311842620372772,99.619,77.8065,0.512123,2.04849219322205
NBB, Nuveen Build America Bond Fund  ,N/A,2016-01-21,20.85,0.0836109817028046,88.7308,72.2348,0.253373,1.01349139213562
SHV,iShares Barclays Short Treasury Bond Fund ETF,Fixed Income ETF,2016-01-21,110.31,0,91.0447,74.5018,0.0352868,0.1411472260952
EWV,ProShares UltraShort MSCI Japan ETF,Commodity Based ETF,2016-01-21,60.68,1.24719619750977,88.5423,74.7775,3.978,15.9119873046875
SBGL,Sibanye Gold Limited ,Basic Materials,2016-01-21,8.35,0.220179736614227,85.6847,74.2547,0.722063,2.88825297355652
CRVP,Crystal Rock Holdings Inc. ,Services,2016-01-21,0.88,0.0676331892609596,92.0552,77.0555,0.100938,0.403753399848938
BITI,Biotie Therapies Corp.,N/A,2016-01-21,24.53,2.39959836006165,71.3911,87.6552,3.68846,14.7538433074951
WING,Wingstop Inc.,Services,2016-01-21,25.54,0.48002678155899,88.367,70.3084,1.01059,4.0423731803894
