ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ENSG,The Ensign Group Inc. ,Healthcare,2015-12-24,22.02,-4.66952180862427,16.4455,13.9657,5.5028,22.011194229126
ETRM,EnteroMedics Inc. ,Healthcare,2015-12-24,0.11,-0.00688090547919273,12.3413,24.1362,0.0220904,0.0883617624640465
KGN,Keegan Resources Inc Ordinary S ,Basic Materials,2015-12-24,65.9,0,27.6583,14.9127,2.03114,8.1245641708374
NKE,Nike Inc. Common ,Consumer Goods,2015-12-24,63.18,-12.3501029014587,49.2648,11.6883,14.4357,57.7427711486816
REDF,Rediff.com India Limited ,Technology,2015-12-24,0.78,-0.0414284467697144,7.6912,23.4801,0.0842701,0.337080389261246
SCS,Steelcase Inc. Common ,Consumer Goods,2015-12-24,14.65,-0.927597403526306,9.79195,24.9268,1.80012,7.2004656791687
UFPT,UFP Technologies Inc. ,Consumer Goods,2015-12-24,20.63,-0.236280918121338,49.9391,29.3479,0.927248,3.70899295806885
VRTB,Vestin Realty Mortgage II Inc. ,Financial,2015-12-24,2.46,-0.110790640115738,18.2051,25.3386,0.220457,0.881829142570496
BGMD, BG Medicine  Inc. ,Healthcare,2015-12-24,0.39,-0.0490157268941402,33.0159,28.1,0.0658774,0.263509780168533
CHN, China Fund  Inc. (The) Common S ,Financial,2015-12-24,15.39,-0.251804649829865,29.3054,27.4355,0.572115,2.28846168518066
KF, Korea Fund  Inc. (The) New Comm ,Financial,2015-12-24,32.48,-0.606523394584656,45.3335,29.0104,1.19605,4.78419065475464
DXJT,WisdomTree Japan Hedged Tech Mediaandamp;Telec ,N/A,2015-12-24,25.91,-0.474409937858582,44.7288,21.562,0.940006,3.76002502441406
GEUR,AdvisorShares Gartman Gold/Euro ETF ,N/A,2015-12-24,11.1,-0.180954098701477,28.6786,22.1278,0.355314,1.42125523090363
NWBOW,Northwest Biotherapeutics  Inc. ,N/A,2015-12-24,1.29,-0.208359718322754,32.5331,23.0341,0.511908,2.04763245582581
CRDT,WisdomTree Global Corporate Bon ,,2015-12-24,71.85,-0.112108588218689,36.1703,24.1154,0.252057,1.00822687149048
USDU,WisdomTree Bloomberg U.S. Dolla ,,2015-12-24,27.3,-0.3477623462677,9.9365,23.3387,0.700005,2.80002117156982
PRSN,Perseon Corporation,Healthcare,2015-12-24,0.25,-0.100659221410751,19.167,28.7646,0.165732,0.662928640842438
HRMNU,Harmony Merger Corp.,N/A,2015-12-24,9.81,-0.0366042703390121,11.111,22.6723,0.0923459,0.369383782148361
GNL,Global Net Lease  Inc.,N/A,2015-12-24,8.08,-0.112140625715256,25.5406,25.4707,0.222384,0.88953560590744
ZYNE,Zynerba Pharmaceuticals,N/A,2015-12-24,11.21,-0.266387939453125,14.9636,28.5017,0.746176,2.98470520973206
