ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AG,First Majestic Silver Corp. Ord ,Basic Materials,2016-02-12,4.33,0.188649088144302,84.527,75.3895,0.555308,2.22123050689697
AUMN,Golden Minerals Co. Common Stoc ,Basic Materials,2016-02-12,0.38,0.0392073690891266,91.9192,83.8589,0.0526151,0.210460439324379
AXU,Alexco Resource Corp Common Sha ,Basic Materials,2016-02-12,0.67,0.0464419797062874,87.4751,82.72,0.0979413,0.391765236854553
BAP,Credicorp Ltd. Common ,Financial,2016-02-12,110.75,2.47712802886963,89.2965,71.7523,6.98135,27.9254188537598
BKH,Black Hills Corporation Common  ,Utilities,2016-02-12,54.43,0.468474864959717,93.5467,72.8575,2.53033,10.1213340759277
CDE,Coeur d'Alene Mines Corporation ,Basic Materials,2016-02-12,3.33,0.198052495718002,77.8693,76.97,0.468039,1.87215495109558
EDE,Empire District Electric Compan ,Utilities,2016-02-12,32.99,0.788596153259277,80.8917,71.7128,1.75363,7.01451301574707
ELMD,Electromed Inc. Common ,Healthcare,2016-02-12,3.06,0.310682088136673,76.7501,77.3699,0.49928,1.99712061882019
KGC,Kinross Gold Corporation Common ,Basic Materials,2016-02-12,3,0.193115949630737,91.9256,81.9376,0.497148,1.98859179019928
PCTI,PC-Tel Inc. ,Technology,2016-02-12,5.26,0.0882938504219055,88.6246,75.6813,0.223601,0.89440393447876
RIC,Richmont Mines Inc. Common Sto ,Basic Materials,2016-02-12,4.73,0.120395064353943,82.958,79.0345,0.463894,1.85557746887207
VGZ,Vista Gold Corp New Common Stoc ,Basic Materials,2016-02-12,0.41,0.0211282484233379,75.7937,76.0673,0.031582,0.126328155398369
ASM, Avino Silver & Gold Mines Ltd.  ,Basic Materials,2016-02-12,1.09,0.0490433648228645,86.9599,77.0244,0.116627,0.466508895158768
GCBC, Greene County Bancorp  Inc. ,Financial,2016-02-12,35,0.807324945926666,80.9309,79.8668,0.987067,3.94826889038086
IAG, Iamgold Corporation Ordinary Sh ,Basic Materials,2016-02-12,2.43,0.138650298118591,90.6903,77.6684,0.349481,1.39792537689209
LD, iPath DJ-UBS Lead Subindex Tota ,N/A,2016-02-12,39.25,1.00916516780853,100,91.4088,1.26126,5.0450234413147
LSG, Lake Shore Gold Corp Ordinary S ,Basic Materials,2016-02-12,1.24,0.0405209958553314,83.7089,74.0806,0.140539,0.562157809734344
NMI, Nuveen Municipal Income Fund  I ,Financial,2016-02-12,12.82,0.128149807453156,95.286,74.3829,0.275816,1.1032657623291
NUGT, Direxion Daily Gold Miners Bull ,N/A,2016-02-12,56.87,3.96235752105713,84.7089,77.663,11.6147,46.4588966369629
PHYS, Sprott Physical Gold Trust ETV ,N/A,2016-02-12,10.21,0.13464218378067,89.555,81.6774,0.413178,1.65271365642548
RAND, Rand Capital Corporation ,Financial,2016-02-12,4.61,0.227988243103027,81.1673,73.6677,0.29966,1.19864153862
SENEB, Seneca Foods Corp. ,Consumer Goods,2016-02-12,44.88,2.8358154296875,100,96.7396,4.40322,17.612886428833
TGD, Timmins Gold Corp Common Shares ,Basic Materials,2016-02-12,0.23,0.0162717662751675,87.7519,78.0719,0.0416799,0.166719526052475
UBG, E-TRACS USB Bloomberg Commodity ,N/A,2016-02-12,32.22,0.602444291114807,98.5213,87.7988,1.35195,5.40779113769531
FVI,First Trust VL Equity Allocation ETF,US Equity ETF,2016-02-12,6.513,0.821465492248535,100,89.0378,0.925641,3.70256328582764
GDXJ,Market Vectors Junior Gold Miners ETF,Global Equity ETF,2016-02-12,24.91,0.803097248077393,86.6165,75.4521,2.26695,9.06779956817627
NNVC,NanoViricides Inc. ,Healthcare,2016-02-12,1.8,0.0756462663412094,69.0486,71.3796,0.190073,0.760293543338776
GRAM,Gra ,Services,2016-02-12,4.19,0.247945487499237,90.4607,83.7321,0.690368,2.76147222518921
CYCCP,Cyclacel Pharmaceuticals Inc. ,N/A,2016-02-12,5.36,0.235932499170303,86.4078,72.168,0.443746,1.7749844789505
GEUR,AdvisorShares Gartman Gold/Euro ETF ,N/A,2016-02-12,12.76,0.136770367622375,76.6816,71.3722,0.357313,1.4292505979538
JNUG,Direxion Daily Jr Gld Mnrs Bull 3X Shrs ,N/A,2016-02-12,61.46,4.73379135131836,83.1489,75.887,11.4027,45.6109390258789
SILJ,PureFunds ISE Jnr Slvr,N/A,2016-02-12,6.43,0.223113179206848,86.1638,77.4016,0.681727,2.72690868377686
USFR,WisdomTree Bloomberg Floating Rt Trs ,N/A,2016-02-12,24.95,0.0421960428357124,63.2457,86.2399,0.0696084,0.278433471918106
GDXX,ProShares Ultra Gold Miners ETF,,2016-02-12,38.11,1.86067533493042,86.4429,77.578,6.30472,25.2188625335693
GDJJ,ProShares Ultra Junior Miners,,2016-02-12,40.9,2.14516448974609,85.616,77.8864,6.18271,24.7308368682861
PGLC,Pershing Gold Corporation,Basic Materials,2016-02-12,4.7,0.214036077260971,81.7195,80.9118,0.446594,1.78637659549713
AGM-A,Federal Agricultural Mortgage Corp.,N/A,2016-02-12,29.45,0.527273893356323,100,83.2388,0.999639,3.99855756759644
