ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ALR,Alere Inc. Common ,Healthcare,2016-04-25,43.07,-1.2267963886261,26.6652,13.9317,2.82905,11.3162107467651
ARM,ARM Holdings plc ,NULL,2016-04-25,13.9,-6251.15551757812,13.3333,8.38974,7359.08,29436.30859375
BHE,Benchmark Electronics Inc. Com ,Technology,2016-04-25,19.58,-0.708757996559143,34.6306,28.1758,1.14097,4.56388759613037
ERIC,Ericsson ,NULL,2016-04-25,8.13,-0.38056492805481,10.9582,25.7019,0.628799,2.51519441604614
ESI,ITT Educational Services Inc.  ,Services,2016-04-25,2.19,-0.121165007352829,10.3771,24.3451,0.296207,1.18482649326324
GIGM,GigaMedia Limited ,Technology,2016-04-25,2.47,-0.0550198778510094,16.7022,27.8403,0.133009,0.532034933567047
KMB,Kimberly-Clark Corporation Comm ,Consumer Goods,2016-04-25,126.21,-2.54423326253891,24.5477,26.1372,3.29374,13.1749744415283
LAKE,Lakeland Industries Inc. ,Healthcare,2016-04-25,9.36,-0.524990081787109,8.30055,16.8803,0.857803,3.43121099472046
LAS,Lentuo International Inc. Ameri ,Services,2016-04-25,0.139,-6416.447265625,48.6998,26.2877,10859.5,43438.125
LINC,Lincoln Educational Services Co ,Services,2016-04-25,1.95,-0.0840034782886505,24.4444,23.6173,0.180742,0.722966015338898
MLNX,Mellanox Technologies Ltd. ,Technology,2016-04-25,45.86,-1.9143682718277,21.5559,29.8577,3.09643,12.3857135772705
NWE,NorthWestern Corporation Common ,Utilities,2016-04-25,56.36,-0.903174757957458,7.08539,27.1828,1.80573,7.22290229797363
PRGO,Perrigo Company ,Healthcare,2016-04-25,99.4,-5.59135770797729,36.8824,18.0799,6.62865,26.5146083831787
SAM,Boston Beer Company Inc. (The) ,Consumer Goods,2016-04-25,157.67,-4.33123207092285,23.4804,27.0424,8.12918,32.5167350769043
SILC,Silicom Ltd ,Technology,2016-04-25,27.56,-1.35020530223846,32.3877,26.9279,2.19536,8.78143787384033
STFC,State Auto Financial Corporatio ,Financial,2016-04-25,19.98,-0.270049273967743,20.3351,27.931,0.649666,2.59866213798523
STP,Suntech Power Holdings Co. LTD ,Technology,2016-04-25,0.005,0,32.3232,5.43293,1620.66,6482.65771484375
UG,United-Guardian Inc. ,Consumer Goods,2016-04-25,16.84,-0.477264642715454,3.99016,17.7238,1.42706,5.70822334289551
WILC,G. Willi-Food International  L ,Consumer Goods,2016-04-25,3.46,-0.041878953576088,48.3334,27.1108,0.0949763,0.379905343055725
XRX,Xerox Corporation Common ,Consumer Goods,2016-04-25,9.68,-0.319555044174194,56.7673,25.3229,0.404627,1.61850666999817
NGVC, Natural Grocers by Vitamin Cott ,Services,2016-04-25,13.63,-1.34036302566528,13.6414,23.1173,2.49309,9.97237586975098
PSW, BlackRock Credit Allocation Inc ,N/A,2016-04-25,12.5,0,0,5.4033,2925.18,11700.7138671875
JPX,ProShares UltraShort MSCI Pacific ex-Japan ETF,Commodity Based ETF,2016-04-25,20.43,-0.452324748039246,4.74654,21.6809,1.08985,4.35940456390381
HCI,HCI Group Inc. ,Financial,2016-04-25,30.04,-0.486793756484985,6.20019,26.5219,0.964554,3.85821723937988
LMCB,N/A,N/A,2016-04-25,18,-4.04323816299438,0,8.81248,5.27913,21.1165390014648
RXII,RXi Pharmaceuticals Corporation ,Healthcare,2016-04-25,2.05,-0.103006929159164,17.8117,21.8717,0.218313,0.87325131893158
TRXC,TransEnterix Inc. ,Healthcare,2016-04-25,1.75,-0.795986413955688,19.84,22.7705,1.1712,4.68481731414795
CLACU,Capitol Acquisition Corp. II,N/A,2016-04-25,9.75,-0.017453009262681,-7.40149e-13,29.6605,0.0414329,0.165731757879257
NVCN,Neovasc Inc.,N/A,2016-04-25,3.25,-0.116154462099075,9.25926,24.3408,0.324456,1.29782342910767
