ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
ABCO,The Advisory Board Company ,Services,2015-11-06,53.33,1.87226313352585,36.8043,70.392,2.18388,8.73550319671631
ACAS,American Capital Ltd. ,Financial,2015-11-06,14.06,0.293735951185226,77.4948,72.8877,0.393259,1.57303774356842
ACHN,Achillion Pharmaceuticals Inc. ,Healthcare,2015-11-06,10.05,0.351823627948761,94.3831,77.6713,0.726053,2.90421223640442
AEL,American Equity Investment Life ,Financial,2015-11-06,28.04,0.337996006011963,83.7011,70.179,1.15934,4.63737487792969
ALG,Alamo Group Inc. Common ,Industrial Goods,2015-11-06,55.32,1.70699834823608,92.5846,71.5134,2.81368,11.2547054290771
ANIK,Anika Therapeutics Inc. ,Healthcare,2015-11-06,42.59,0.987101793289185,87.2691,79.0144,2.9296,11.7184038162231
AUDC,AudioCodes Ltd. ,Technology,2015-11-06,3.92,0.0875410735607147,89.0599,73.8446,0.178235,0.712940275669098
BNCN,BNC Bancorp ,Financial,2015-11-06,24.8,0.415548384189606,98.5315,72.7853,0.72962,2.91847991943359
BOKF,BOK Financial Corporation ,Financial,2015-11-06,72.92,1.22141098976135,95.0741,75.1677,3.03386,12.1354207992554
BRKR,Bruker Corporation ,Technology,2015-11-06,20.97,0.530729949474335,85.2265,83.1212,0.944678,3.77871251106262
BSFT,BroadSoft Inc. ,Technology,2015-11-06,38.76,1.54268646240234,91.0721,77.7243,2.55951,10.238055229187
BUSE,First Busey Corporation ,Financial,2015-11-06,22.36,0.103209018707275,88.0355,73.1189,0.842417,3.36966800689697
CATY,Cathay General Bancorp ,Financial,2015-11-06,34.3,0.488382458686829,91.1321,71.3455,1.25656,5.02623081207275
CBM,Cambrex Corporation Common Stoc ,Healthcare,2015-11-06,52.35,1.22841095924377,94.0799,71.5771,3.1903,12.7612009048462
CCOI,Cogent Communications Group In ,Technology,2015-11-06,34.7,0.75728964805603,66.2786,77.1709,1.93564,7.74255466461182
CFR,Cullen/Frost Bankers Inc. Comm ,Financial,2015-11-06,73.27,0.880663156509399,77.8106,71.0101,2.76363,11.0545015335083
COHR,Coherent Inc. ,Technology,2015-11-06,63.77,2.14960753917694,67.0416,71.7134,2.69635,10.785418510437
CSGS,CSG Systems International Inc. ,Technology,2015-11-06,37.05,0.799019575119019,85.7586,73.8784,1.70856,6.83425998687744
CSV,Carriage Services Inc. Common  ,Services,2015-11-06,24.13,0.530781716108322,64.3781,70.7832,0.658897,2.63558626174927
EGOV,NIC Inc. ,Technology,2015-11-06,20.54,0.273709744215012,68.3399,70.4086,0.573595,2.29437828063965
EML,Eastern Company (The) ,Industrial Goods,2015-11-06,17.74,0.263282299041748,90.9657,72.7643,0.539577,2.1583080291748
EVR,Evercore Partners Inc Class A C ,Financial,2015-11-06,59.04,0.890759706497192,89.3752,73.3362,2.63234,10.5293703079224
FFNW,First Financial Northwest Inc. ,Financial,2015-11-06,13.1,0.0908049046993256,81.2608,77.8677,0.220848,0.883392512798309
FMER,FirstMerit Corporation ,Financial,2015-11-06,20.34,0.251354217529297,88.4506,73.4698,0.779831,3.11932396888733
FSS,Federal Signal Corporation Comm ,Consumer Goods,2015-11-06,17.13,0.34020459651947,96.0239,76.4311,0.935563,3.74225044250488
FUNC,First United Corporation ,Financial,2015-11-06,9.79,0.242855787277222,98.2522,88.2388,0.562334,2.24933743476868
GENE,Genetic Technologies Ltd ,NULL,2015-11-06,3.01,0.262049436569214,67.3596,77.7927,0.373065,1.49225997924805
ITG,Investment Technology Group In ,Financial,2015-11-06,20.6,0.953036189079285,90.4836,79.2729,1.89296,7.57185506820679
JPM,JP Morgan Chase & Co. Common St ,Financial,2015-11-06,68.46,0.649759769439697,93.9629,72.6376,2.12232,8.48929214477539
MBWM,Mercantile Bank Corporation ,Financial,2015-11-06,23.84,0.236789464950562,86.0941,70.978,0.95503,3.82011961936951
MED,MEDIFAST INC Common ,Services,2015-11-06,31.99,0.707827389240265,86.4101,72.8561,1.04577,4.18309879302979
MELI,MercadoLibre Inc. ,Services,2015-11-06,118.69,4.49399089813232,85.0444,77.1369,7.22141,28.8856582641602
MGPI,MGP Ingredients Inc. ,Consumer Goods,2015-11-06,18.55,0.185824394226074,89.7658,71.138,0.645294,2.5811755657196
MR,Mindray Medical International L ,Healthcare,2015-11-06,26.64,0.533232033252716,92.2088,75.057,0.977706,3.91082358360291
MTD,Mettler-Toledo International I ,Healthcare,2015-11-06,327.66,3.11062335968018,90.8895,74.5505,11.9799,47.9196434020996
MXL,MaxLinear Inc Class A Common S ,Technology,2015-11-06,17.36,0.814377903938293,78.3361,78.5129,1.43884,5.7553563117981
NEWP,Newport Corporation ,Services,2015-11-06,16.8,0.337189078330994,94.1992,76.097,0.689369,2.75747632980347
NILE,Blue Nile Inc. ,Services,2015-11-06,38.01,1.02070796489716,82.6014,73.7793,1.76932,7.07726621627808
OFIX,Orthofix International N.V. ,Healthcare,2015-11-06,41.36,1.51077151298523,87.5918,77.5365,2.57626,10.3050374984741
OME,Omega Protein Corporation Commo ,Consumer Goods,2015-11-06,21.15,0.615824699401855,52.6544,71.0484,0.998388,3.9935519695282
OPOF,Old Point Financial Corporation ,Financial,2015-11-06,17.5,0.247999370098114,38.7255,78.8724,0.557005,2.22801852226257
ORBK,Orbotech Ltd. ,Technology,2015-11-06,18.5,0.45618748664856,73.0077,77.3563,0.808261,3.23304533958435
OSBC,Old Second Bancorp Inc. ,Financial,2015-11-06,7.66,0.157057702541351,90.7842,82.0434,0.392342,1.56936991214752
OVBC,Ohio Valley Banc Corp. ,Financial,2015-11-06,25.99,0.530299246311188,66.482,74.665,0.69805,2.79220032691956
PLUS,ePlus inc. ,Technology,2015-11-06,100.94,3.36698293685913,35.8428,75.2495,5.62864,22.5145435333252
PODD,Insulet Corporation ,Healthcare,2015-11-06,36.09,1.13919425010681,81.0273,76.8783,1.7901,7.16039514541626
PPBI,Pacific Premier Bancorp Inc ,Financial,2015-11-06,23.8,0.377653360366821,94.1688,77.0044,0.701689,2.80675530433655
PRI,Primerica Inc. Common ,Financial,2015-11-06,52.07,0.706051349639893,94.1642,71.3585,1.67023,6.68091487884521
RL,Ralph Lauren Corporation Common ,Consumer Goods,2015-11-06,137.24,5.67934250831604,58.6918,77.8833,6.74057,26.9622802734375
RP,RealPage Inc. ,Technology,2015-11-06,20.34,0.641846477985382,80.5129,71.7018,0.939262,3.7570481300354
RST,Rosetta Stone Rosetta Stone In ,Technology,2015-11-06,7.98,0.251412972807884,69.8124,71.4002,0.304285,1.21713817119598
SCHW,Charles Schwab Corporation (The ,Financial,2015-11-06,33.51,0.478245139122009,92.8978,72.526,1.60268,6.41073942184448
SOCB,Southcoast Financial Corporatio ,Financial,2015-11-06,14.8,0.237351715564728,94.6887,83.6803,0.38439,1.5375589132309
STMP,Stamps.com Inc. ,Services,2015-11-06,104.93,5.6494357585907,72.614,86.5727,6.52298,26.0919380187988
TCBI,Texas Capital Bancshares Inc. ,Financial,2015-11-06,61.1,1.03504157066345,91.6599,70.3232,2.23221,8.92884254455566
TCBK,TriCo Bancshares ,Financial,2015-11-06,27.82,0.257972121238708,91.6063,74.067,0.893113,3.57245016098022
TUC,Mac-Gray Corporation Common Sto ,Services,2015-11-06,5.4,,100,95.9854,0.516198,2.06479167938232
UBSI,United Bankshares Inc. ,Financial,2015-11-06,42.82,0.464223504066467,81.392,70.1597,1.46255,5.85020875930786
UTSI,UTStarcom Holdings Corp ,Technology,2015-11-06,2.57,0.0838393568992615,71.0442,71.8709,0.111867,0.447469860315323
VII,Vicon Industries Inc Common S ,Technology,2015-11-06,1.9,0.0420139580965042,91.5434,70.625,0.0907283,0.36291316151619
VIVO,Meridian Bioscience Inc. ,Healthcare,2015-11-06,20.54,0.29924213886261,95.377,81.7858,0.916889,3.66755509376526
VLY,Valley National Bancorp Common  ,Financial,2015-11-06,11.11,0.0926021337509155,90.1895,72.8257,0.391997,1.56798624992371
WABC,Westamerica Bancorporation ,Financial,2015-11-06,49.64,0.889414429664612,89.8711,70.0457,1.54881,6.19524335861206
WNC,Wabash National Corporation Com ,Consumer Goods,2015-11-06,12.95,0.215485632419586,90.1715,70.8331,0.596929,2.38771748542786
WRLD,World Acceptance Corporation ,Financial,2015-11-06,46.09,1.83534526824951,69.8357,77.199,5.55401,22.2160587310791
BANC, First PacTrust Bancorp  Inc. ,Financial,2015-11-06,14.69,0.331896364688873,94.0557,80.8378,0.685422,2.7416877746582
BCEI, Bonanza Creek Energy  Inc. Comm ,Basic Materials,2015-11-06,9.02,0.633258014917374,77.3841,70.8197,0.961873,3.8474907875061
BLMT, BSB Bancorp  Inc. ,Financial,2015-11-06,22.98,0.169553637504578,91.9231,72.4728,0.553057,2.21222829818726
BTO, John Hancock Bank and Thrift Op ,N/A,2015-11-06,28.5,0.295358180999756,95.3876,76.1227,1.04516,4.18064641952515
CHEF, The Chefs' Warehouse  Inc. ,Services,2015-11-06,18.09,0.613296866416931,68.8116,72.6127,1.25858,5.03431272506714
CHFC, Chemical Financial Corporation ,Financial,2015-11-06,36.46,0.329597949981689,89.7871,70.153,1.21149,4.84596729278564
DGLD, VelocityShares 3x Inverse Gold  ,N/A,2015-11-06,89.34,2.82169723510742,98.3076,74.2595,6.44613,25.7845325469971
DTUS, iPath US Treasury 2 Yr Bear ETN ,N/A,2015-11-06,32.26,0.367208659648895,95.7295,76.2787,0.877662,3.51064920425415
DTYS, iPath US Treasury 10 Yr Bear ET ,N/A,2015-11-06,20.96,0.451522946357727,97.3468,70.7616,1.20064,4.80256080627441
FSBK, First South Bancorp Inc ,Financial,2015-11-06,9.55,0.277262479066849,98.8823,85.1104,0.359931,1.43972361087799
GMED, Globus Medical  Inc. Class A Co ,Healthcare,2015-11-06,26.67,0.973954558372498,88.0681,76.3226,1.40376,5.61504030227661
GTS, Triple-S Management Corporation ,Financial,2015-11-06,25.63,1.15171146392822,93.1304,77.9579,1.7999,7.19958257675171
GVA, Granite Construction Incorporat ,Industrial Goods,2015-11-06,37.89,0.987393498420715,97.6838,73.8268,1.8501,7.40040397644043
HBHC, Hancock Holding Company ,Financial,2015-11-06,30.1,0.489772021770477,89.2727,70.7204,0.934685,3.73874187469482
HII, Huntington Ingalls Industries   ,Industrial Goods,2015-11-06,129,2.94171810150146,93.6414,75.3862,7.33268,29.3307132720947
HRZN, Horizon Technology Finance Corp ,Financial,2015-11-06,10.77,0.224011480808258,88.0876,72.6794,0.336316,1.34526419639587
HTH, Hilltop Holdings Inc. ,Financial,2015-11-06,22.79,0.341294705867767,87.0173,70.3363,0.782529,3.13011407852173
IBOC, International Bancshares Corpor ,Financial,2015-11-06,29.63,0.431937575340271,88.4222,70.5038,1.14589,4.58355379104614
