OS,ALL,Allstate Corporation (The) Comm ,90.89,27.2643
OS,ALXN,Alexion Pharmaceuticals Inc. ,108.6,33.2602
OS,APA,Apache Corporation Common ,37.23,25.9039
OS,APH,Amphenol Corporation Common Sto ,84.78,29.2136
OS,CBOE,CBOE Holdings Inc. ,107.11,19.6615
OS,CMG,Chipotle Mexican Grill Inc. Co ,255.46,22.4884
OS,CMI,Cummins Inc. Common ,164.05,25.0086
OS,COF,Capital One Financial Corporati ,92.02,28.098
OS,COP,ConocoPhillips Common ,52.02,27.9265
OS,CTL,CenturyLink Inc. Common ,15.98,35.7663
OS,CXO,Concho Resources Inc. Common St ,138.98,26.2575
OS,DVN,Devon Energy Corporation Common ,34.68,23.096
OS,ECL,Ecolab Inc. Common ,128.52,30.9359
OS,EFX,Equifax Inc. Common ,112.2,27.1651
OS,EOG,EOG Resources Inc. Common Stoc ,100.07,25.6317
OS,EXPE,Expedia Inc. ,104,22.8526
OS,FDX,FedEx Corporation Common ,235.32,24.5179
OS,GT,Goodyear Tire & Rubber Company  ,29.99,27.638
OS,KO,Coca-Cola Company (The) Common  ,43.13,23.6951
OS,KORS,Michael Kors Holdings Limited O ,59.8,33.1691
OS,MCHP,Microchip Technology Incorporat ,81.04,31.2702
OS,MHK,Mohawk Industries Inc. Common  ,249.46,25.8174
OS,MO,Altria Group Inc. ,64.03,27.3157
OS,NFX,Newfield Exploration Company Co ,25.98,22.4209
OS,OXY,Occidental Petroleum Corporatio ,68.18,28.9478
OS,PEP,Pepsico Inc. Common ,111.18,28.1048
OS,RSG,Republic Services Inc. Common  ,61.96,22.6553
OS,SEE,Sealed Air Corporation Common S ,41.66,12.2065
OS,TAP,Molson Coors Brewing Company Cl ,74.21,21.8854
OS,TDC,Teradata Corporation Common Sto ,35,27.5461
OS,HBI, Hanesbrands Inc. Common ,19.26,31.4228
OS,HOLX, Hologic  Inc. ,37.75,17.9643
OS,NLSN, Nielsen Holdings N.V. Common St ,33.7,35.226
OS,SYF,Synchrony Financial Common Stoc,35.03,30.5998
OS,KHC,The Kraft Heinz Company,71.38,19.8234
OS,ZBH,Zimmer Biomet Holdings  Inc.,116.39,34.8689
