BPFH,Boston Private Financial Holdin ,Bullish
CTP,CTPartners Executive Search Inc ,Bullish
DFS,Discover Financial Services Com ,Bullish
EDU,New Oriental Education & Techno ,Bullish
EGLE,Eagle Bulk Shipping Inc. ,Bullish
FFIV,F5 Networks Inc. ,Bullish
SBS,Companhia de saneamento Basico  ,Bullish
SNAK,Inventure Foods Inc. ,Bullish
TZOO,Travelzoo Inc. ,Bullish
COW, iPath Dow Jones UBS Livestock T ,Bullish
NIB, iPath DJ-UBS Cocoa Subindex Tot ,Bullish
SVVC, Firsthand Technology Value Fund ,Bullish
IGOV,iShares S&P/Citigroup International Treasury Fund ETF,Bullish
RINF,ProShares 30 Year TIPS/TSY Spread ETF,Bullish
LE,Lands' End Inc. ,Bullish
PPHMP,Peregrine Pharmaceuticals  Inc. ,Bullish
RORO,SPDR SSgA Risk Aware ETF ,Bullish
CCI,Crown Castle International Corp ,Bearish
NFLX,Netflix Inc. ,Bearish
RMD,ResMed Inc. Common ,Bearish
TR,Tootsie Roll Industries Inc. C ,Bearish
