ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
APOG,Apogee Enterprises Inc. ,2017-04-18,51.95,-0.7589704990386963,,32.4129,25.2466,0.16476476950151156
BSPM,Biostar Pharmaceuticals Inc. ,2017-04-18,1.91,-0.009205169975757599,-0.062125056982040405,33.7331,37.4453,0.18823297727416555
CF,CF Industries Holdings Inc. Co ,2017-04-18,27.08,-0.1175047755241394,-0.4184623956680298,33.5181,14.068,0.12206409993714308
EBMT,Eagle Bancorp Montana Inc. ,2017-04-18,17.85,-0.19621244072914124,,24.9953,17.0563,0.1568095057881882
EGLE,Eagle Bulk Shipping Inc. ,2017-04-18,4.91,-0.050643086433410645,-0.08644115924835205,37.6377,14.7258,0.17287390672517525
FAST,Fastenal Company ,2017-04-18,44.26,-0.7767443358898163,-1.227539300918579,22.0285,4.98972,0.18235013942704603
GCAP,GAIN Capital Holdings Inc. Com ,2017-04-18,7.2,-0.14369478821754456,-0.2097850739955902,32.2517,9.31584,0.19928828536546203
GORO,Gold Resource Corporation Commo ,2017-04-18,4.04,-0.010897412896156311,-0.05021277070045471,33.8471,27.0247,0.1511702156451714
INCY,Incyte Corporation ,2017-04-18,125.9,-1.7159692645072937,-3.030975341796875,37.2138,38.963,0.15170473948623758
INFY,Infosys Limited ,2017-04-18,14.42,-0.14913145266473293,-0.19781118631362915,29.9712,11.0959,0.11666229505143502
IO,Ion Geophysical Corporation Com ,2017-04-18,4.15,-0.0345538929104805,-0.08705627918243408,35.2063,15.6902,0.16563667056318698
MDCA,MDC Partners Inc. ,2017-04-18,8.25,-0.12684646993875504,-0.14921901747584343,39.3886,15.9923,0.17134540712451685
MOS,Mosaic Company (The) Common Sto ,2017-04-18,27.04,-0.13501781225204468,-0.3235964775085449,26.9263,6.32409,0.1079721563196771
MRTN,Marten Transport Ltd. ,2017-04-18,21.85,-0.13761179149150848,-0.2570364475250244,32.6725,14.9712,0.1200301845496902
MSM,MSC Industrial Direct Company  ,2017-04-18,85.98,-1.4450024366378784,-1.9498052597045898,17.1564,3.45772,0.21599344447990887
NG,Novagold Resources Inc New Ordi ,2017-04-18,4.45,-0.03905472159385681,-0.08933034539222717,33.1523,15.7942,0.16493362539024709
NTWK,NetSol Technologies Inc. ,2017-04-18,4.8,-0.034410348162055016,-0.10173741728067398,37.8938,30.3704,0.11686316035031835
OPK,OPKO Health Inc. Common ,2017-04-18,7.11,-0.03760744631290436,-0.07799777388572693,29.8285,13.1691,0.15114109040104026
PLM,Polymet Mining Corporation Ordi ,2017-04-18,0.71,-0.002142188139259815,-0.009435264393687248,30.5065,21.5348,0.10398497098447519
QSII,Quality Systems Inc. ,2017-04-18,13.78,-0.12439462542533875,-0.19875606894493103,31.9438,11.7661,0.1178694864911931
ROCK,Gibraltar Industries Inc. ,2017-04-18,37,-0.3036598563194275,-0.5658541917800903,33.3393,12.0885,0.13002000501629815
SGB,Southwest Georgia Financial Cor ,2017-04-18,20.54,-0.20831042528152466,-0.40256714820861816,35.9863,8.8,0.1445001741890532
TGB,Taseko Mines Ltd. Common ,2017-04-18,1.08,-0.0217780452221632,-0.045776717364788055,32.2066,18.0918,0.22430695306012224
THTI,THT Heat Transfer Technology I ,2017-04-18,0.15,-0.0029389546252787113,-0.004515668377280235,18.2982,0,0.22437566057187838
WCC,WESCO International Inc. Commo ,2017-04-18,63.85,-0.4808190166950226,-1.1566249132156372,30.5219,29.6096,0.10514510784667667
WTI,W&T Offshore Inc. Common ,2017-04-18,2.45,-0.02881612628698349,-0.04756695777177811,32.3546,8.84255,0.16536839682870663
CUNB, CU Bancorp (CA) ,2017-04-18,36.15,-0.34794213250279427,-0.6837036907672882,30.9091,20.7238,0.10087513180229422
DDP, DB Commodity DB Commodity Short ,2017-04-18,47.05,-0.5594798475503922,-1.296087384223938,12.1922,0,0.14835104676311542
DYY, DB Commodity DB Commodity Doubl ,2017-04-18,3.45,-0.024587959051132202,-0.04569206386804581,26.4916,5.72782,0.11548980576074172
GWW, W.W. Grainger  Inc. Common Stoc ,2017-04-18,197.57,-2.319551944732666,-5.300548553466797,11.2685,4.38976,0.1965022281047191
RADA, Rada Electronics Industries Lim ,2017-04-18,1.04,-0.00775439478456974,-0.01904965564608574,27.6747,19.6106,0.1427084185322549
TRQ, Turquoise Hill Resources Ltd. O ,2017-04-18,2.77,-0.019955500960350037,-0.047759637236595154,26.5966,5.76685,0.1568019263625059
VRTA, Vestin Realty Mortgage I  Inc. ,2017-04-18,2.3,-0.01708320900797844,-0.07074229419231415,21.2966,33.3333,0.1276108624042971
ONVO,Organovo Holdings Inc. ,2017-04-18,2.69,-0.03292924165725708,-0.0643826574087143,32.4295,11.6169,0.1650192099864709
OCIP,OCI Partners LP ,2017-04-18,8,-0.21127614378929138,-0.3921372890472412,21.5359,6.82123,0.22320238478514623
COVS,Covisint Corporation ,2017-04-18,1.75,-0.015305295586585999,-0.030268777161836624,37.0393,16.6667,0.14044723552576585
LENS,Presbia PLC,2017-04-18,2.92,-0.020096145570278168,-0.041003331542015076,33.1998,11.2643,0.10026698815945569
SWNC,Southwestern Energy Company Dep,2017-04-18,18.03,-0.14276529848575592,-0.37670814990997314,34.0761,11.4975,0.13964205299644972
NVLS,Nivalis Therapeutics  Inc.,2017-04-18,2.64,-0.029316039755940437,-0.04021640992141329,39.1081,16.8466,0.10509230301426899
