ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
AUMN,Golden Minerals Co. Common Stoc ,2017-04-20,0.54,-0.005087120458483696,-0.010990515351295471,32.8746,25,0.17442450539384582
BTE,Baytex Energy Corp ,2017-04-20,2.98,-0.027007974684238434,-0.09155522286891937,32.0437,18.5422,0.1969131200983233
CAH,Cardinal Health Inc. Common St ,2017-04-20,73.31,-1.11773282289505,-2.0006840229034424,26.0642,25.0259,0.15895853723315612
CASM,CAS Medical Systems Inc. ,2017-04-20,1.34,-0.009918345138430595,-0.015180982649326324,36.0156,7.9365,0.1256477415911319
CF,CF Industries Holdings Inc. Co ,2017-04-20,26.58,-0.2125188708305359,-0.4200775623321533,31.3258,6.27109,0.15600661186921622
CLMT,Calumet Specialty Products Part ,2017-04-20,3.5,-0.02022593840956688,-0.032897233963012695,35.7646,17.1693,0.10110906961268953
DRWI,DragonWave Inc ,2017-04-20,1.25,-0.0068327635526657104,-0.01992896944284439,38.4749,15.7408,0.1692179480108552
GORO,Gold Resource Corporation Commo ,2017-04-20,3.86,-0.03390920162200928,-0.07500728964805603,30.3546,18.2954,0.20328636417068427
GSS,Golden Star Resources Ltd Comm ,2017-04-20,0.76,-0.00890122214332223,-0.018854711204767227,37.2194,17.4603,0.15135952255436852
MAG,Magnetek Inc. ,2017-04-20,12.49,-0.10851648449897766,-0.2649663984775543,33.0491,24.3977,0.12594334359989245
MD,Mednax Inc. Common ,2017-04-20,61.3,-0.5209898948669434,-1.2625900506973267,16.7264,14.2947,0.10785523782500148
NBY,NovaBay Pharmaceuticals Inc. C ,2017-04-20,3.4,-0.03943377733230591,-0.0709865391254425,30.3951,13.3968,0.1812679239742382
NOV,National Oilwell Varco Inc. Co ,2017-04-20,35.63,-0.3874020576477051,-0.6010949611663818,27.0479,4.00811,0.13545041175710906
PDCE,Pioneer Drilling Company Common ,2017-04-20,57.31,-0.21275174617767334,-1.1658828258514404,29.4291,30.2547,0.13773981301592966
PLM,Polymet Mining Corporation Ordi ,2017-04-20,0.7,-0.003792312927544117,-0.009006693959236145,32.7485,16.6105,0.111149231697749
PXD,Pioneer Natural Resources Compa ,2017-04-20,174.44,-1.3734048902988434,-2.8583602905273438,33.5121,13.4391,0.10656880113510694
SSN,Samson Oil & Gas Limited Sponso ,2017-04-20,0.51,-0.006628238130360842,-0.014738311991095543,31.8667,13.7121,0.15546906545063374
SUMR,Summer Infant Inc. ,2017-04-20,1.73,-0.014150513336062431,-0.022333160042762756,32.2278,14.179,0.11754844549874605
THC,Tenet Healthcare Corporation Co ,2017-04-20,14.99,-0.20784127712249756,-0.4157637357711792,30.5856,11.2005,0.23460343746840787
URI,United Rentals Inc. Common Sto ,2017-04-20,113.24,-0.8224031329154968,-1.8246500492095947,32.8004,22.3711,0.10416320238570251
UUU,Universal Security Instruments ,2017-04-20,2.75,-0.010412603616714478,-0.03827645629644394,39.8976,30.9635,0.12398039779341617
