ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AAPL,Apple Inc. ,Technology,2016-04-29,93.74,-2.92769026756287,-21.5838,21.5478,5.48076,21.923038482666
ABT,Abbott Laboratories Common Stoc ,Healthcare,2016-04-29,38.9,-1.25475490093231,50.4192,26.2607,1.7253,6.90121746063232
ALK,Alaska Air Group Inc. Common S ,Services,2016-04-29,70.43,-1.71561765670776,5.0843,24.2288,3.54147,14.1658763885498
ALR,Alere Inc. Common ,Healthcare,2016-04-29,39,-0.846738338470459,21.4101,16.9387,3.92361,15.6944446563721
BIOC,BioClinica Inc ,Healthcare,2016-04-29,0.99,-0.0657542571425438,47.9592,24.0995,0.107402,0.429606348276138
BKCC,BlackRock Kelso Capital Corpora ,Financial,2016-04-29,8.41,-0.282972685992718,25.142,23.9266,0.342497,1.36998999118805
CHDN,Churchill Downs Incorporated ,Services,2016-04-29,134.18,-2.47572084516287,35.4979,27.8931,3.09443,12.3777208328247
CPHD,CEPHEID ,Technology,2016-04-29,28.54,-1.45141679048538,72.1747,29.6157,2.20252,8.81009483337402
DAL,Delta Air Lines Inc. (New) Comm ,Services,2016-04-29,41.67,-0.658331394195557,7.05005,25.717,2.06022,8.24086952209473
DPZ,Domino's Pizza Inc Common ,Services,2016-04-29,120.88,-3.918596804142,16.11,27.7656,5.76206,23.048225402832
EPAY,Bottomline Technologies Inc. ,Technology,2016-04-29,24.56,-1.20405836030841,68.6044,22.4499,1.4258,5.70319509506226
FALC,FalconStor Software Inc. ,Technology,2016-04-29,1.06,-0.0671010166406631,47.0106,20.3581,0.0838965,0.335585832595825
GLW,Corning Incorporated Common Sto ,Technology,2016-04-29,18.67,-0.494288876652718,12.9722,28.2291,0.804446,3.21778559684753
GSB,GlobalSCAPE Inc. Common ,Technology,2016-04-29,3.43,-0.102640240453184,39.4929,25.5962,0.123376,0.493504464626312
GT,Goodyear Tire & Rubber Company  ,Consumer Goods,2016-04-29,28.97,-0.743432611227036,41.7434,28.8245,1.0405,4.16201543807983
INFN,Infinera Corporation ,Technology,2016-04-29,11.89,-0.667576670646667,49.9698,26.8443,1.02637,4.10546255111694
