ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
AA,Alcoa Inc. Common ,2017-11-14,41.87,-0.7852355353534222,-1.230920433998108,26.3403,8.10246,0.17354308962652376
AHGP,Alliance Holdings GP L.P. ,2017-11-14,25.75,-0.29294337797909975,-0.47255465388298035,30.5913,12.2039,0.12392951507428043
AMS,American Shared Hospital Servic ,2017-11-14,2.75,-0.025840611662715673,-0.05994008295238018,31.0869,11.1111,0.13003639199630426
ARCW,Arc Wireless Solutions Inc. ,2017-11-14,2.065,-0.04323409264907241,-0.09947283193469048,29.1394,24.3005,0.21775053428104338
ASR,Grupo Aeroportuario del Sureste ,2017-11-14,168.2,-0.24587702751159668,-1.6636557579040527,32.225,30.3019,0.1089821410238442
ATI,Allegheny Technologies Incorpor ,2017-11-14,21.63,-0.4503460228443146,-0.9080558903515339,30.7028,25.3962,0.17283894032807534
ATSG,Air Transport Services Group I ,2017-11-14,22.9,-0.14132533967494965,-0.3939465209841728,39.3692,25.46,0.10207724271663904
AZZ,AZZ Incorporated Common ,2017-11-14,43.9,-0.3008187413215637,-0.4923971891403198,31.0635,8.7943,0.10397124763723839
BDSI,BioDelivery Sciences Internatio ,2017-11-14,2.425,-0.04183089733123779,-0.0970388725399971,22.6023,31.3137,0.17347655418110638
BFR,BBVA Banco Frances S.A. Common  ,2017-11-14,19.58,-0.29635265469551086,-0.3831328749656677,31.842,15.6113,0.16436920036496597
BKCC,BlackRock Kelso Capital Corpora ,2017-11-14,6.7,-0.04836069792509079,-0.0719609260559082,23.6397,11.4421,0.11815005354578587
BKS,Barnes & Noble Inc. Common Sto ,2017-11-14,6.7,-0.01993192732334137,-0.04899352788925171,32.3738,32.634,0.11623633813133305
BX,The Blackstone Group L.P. Commo ,2017-11-14,31.2,-0.23303430527448654,-0.3601246476173401,28.6923,25.4753,0.10438981304174048
CASC,Cascadian Therapeutics, Inc.,2017-11-14,3.83,-0.0629592277109623,-0.10323070921003819,35.1645,15.427,0.1378337579366255
CBD,Companhia Brasileira de Distrib ,2017-11-14,20.82,-0.2641851007938385,-0.3944242000579834,27.9495,9.01549,0.2106359407921333
CHFN,Charter Financial Corp. ,2017-11-14,17.02,-0.3201677277684212,-0.47900649905204773,34.0161,22.277,0.1754729152444317
CMRE,Costamare Inc. Common ,2017-11-14,5.6,-0.04053685814142227,-0.09363667666912079,31.8609,22.7551,0.102531341814566
CRL,Charles River Laboratories Inte ,2017-11-14,100.92,-2.104872226715088,-3.993374824523926,25.0736,30.7889,0.20845659969564015
CRS,Carpenter Technology Corporatio ,2017-11-14,45.35,-0.6524402499198914,-0.9751119911670685,28.6017,15.3543,0.11476349574244558
CRVL,CorVel Corp. ,2017-11-14,52.95,-0.7806003987789154,-0.9808316230773926,34.0732,21.9012,0.16787832698520042
CSS,CSS Industries Inc. Common Sto ,2017-11-14,26.62,-0.4235935676842928,-0.6047723889350891,26.1227,13.4015,0.15433314388988553
CZZ,Cosan Limited Class A Common St ,2017-11-14,7.87,-0.11125128157436848,-0.15137356519699097,30.6978,12.5462,0.18911708147333026
ELTK,Eltek Ltd. ,2017-11-14,0.58,-0.0025705466978251934,-0.007770992815494537,38.0887,25.1462,0.15401548935062132
FRO,Frontline Ltd. Ordinary Shares ,2017-11-14,5.74,-0.05464143306016922,-0.1216399073600769,35.7489,38.2165,0.11606497329959999
GBX,Greenbrier Companies Inc. (The ,2017-11-14,46.2,-0.6843509674072266,-1.163297563791275,33.1889,15.4665,0.13426238408208455
GERN,Geron Corporation ,2017-11-14,1.8,-0.016316674649715424,-0.04813393950462341,30.4085,15.817,0.19994658428635217
GHDX,Genomic Health Inc. ,2017-11-14,28.38,-0.5293917655944824,-0.8146393299102783,24.6909,12.7053,0.19758135643283628
GLDD,Great Lakes Dredge & Dock Corpo ,2017-11-14,4.4,-0.08858188707381487,-0.12810008972883224,31.9381,18.8889,0.1838304224907928
GNK,Genco Shipping & Trading Limite ,2017-11-14,9.99,-0.16018880903720856,-0.2915794849395752,27.6241,9.89856,0.2320662945824786
IMOS,ChipMOS TECHNOLOGIES (Bermuda)  ,2017-11-14,17.95,-0.30974671244621277,-0.45893824100494385,34.8974,19.2296,0.19025091708169314
JCI,Johnson Controls Inc. Common S ,2017-11-14,35.89,-0.6252820119261742,-1.1707286834716797,21.8574,13.628,0.16132251654804142
JOUT,Johnson Outdoors Inc. ,2017-11-14,67.84,-0.8339517116546631,-1.0171494781970978,38.2517,28.9575,0.10967988945194056
LMLP,LML Payment Systems Inc. ,2017-11-14,14.73,-0.15152914635837078,-0.2664196193218231,26.7676,21.9547,0.11154440870782652
MATW,Matthews International Corporat ,2017-11-14,57.05,-0.6038236618041992,-0.8682352304458618,26.953,6.00695,0.11588184836716811
