ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
GWRE,Guidewire Software Inc. Common ,2016-09-21,58.09,-0.5151171982288361,-0.7370964288711548,32.1304,6.86889,0.1097922179731306
KNL,Knoll Inc. Common ,2016-09-21,22.4,-0.41053126752376556,-0.6111770868301392,22.9776,5.58079,0.19341123479179287
SBGI,Sinclair Broadcast Group Inc. ,2016-09-21,25.91,-0.2591868042945862,-0.6095476150512695,25.935,31.4764,0.1216372712022662
SCS,Steelcase Inc. Common ,2016-09-21,12.86,-0.189211867749691,-0.310133695602417,26.8292,7.76919,0.1616054078733665
SKX,Skechers U.S.A. Inc. Common St ,2016-09-21,21.22,-0.12562638521194458,-0.27652299404144287,25.4701,24.1425,0.16778440301032066
SSP,E.W. Scripps Company (The) Comm ,2016-09-21,14.98,-0.19894970953464508,-0.3060426115989685,31.8706,22.6874,0.19394761671507246
BANC, First PacTrust Bancorp  Inc. ,2016-09-21,18.3,-0.37542441487312317,-0.5903863310813904,21.485,9.86283,0.19368106726063775
HII, Huntington Ingalls Industries   ,2016-09-21,150.05,-1.5770132541656494,-2.339400291442871,22.4193,3.2752,0.14397358733865223
GPRK,GeoPark Limited ,2016-09-21,3.19,-0.0357080870307982,-0.05267518013715744,35.3619,20.9597,0.1235128289418816
NAVI,Navient Corporation ,2016-09-21,13.28,-0.11734359129332006,-0.13912005722522736,38.5869,22.1843,0.11526196785327913
CDNA,CareDx Inc.,2016-09-21,3.89,-0.055897586047649384,-0.08000493049621582,33.0135,19.0997,0.23392141104858136
FRPT,Freshpet Inc.,2016-09-21,8.96,,,32.5268,10.6532,0.20408819063475894
LGCYP,Legacy Reserves LP,2016-09-21,3.9,-0.05181766301393509,-0.11022239923477173,33.5848,30.1926,0.23030656657367815
SERV,ServiceMaster Global Holdings ,2016-09-21,33.92,-0.2823905944824219,-0.48799169063568115,21.0318,12.2764,0.11937282466390807
TRCO,Tribune Media Company Class A C,2016-09-21,34.7,-0.33349499106407166,-0.573778510093689,28.6594,15.3668,0.12559684338465987
HOML,ETRACS Monthly Reset 2xLeverage,2016-09-21,20.65,-0.2631206661462784,-0.630359448492527,24.0763,3.62972,0.1685722644084851
