OS,ADM,Archer-Daniels-Midland Company  ,40.87,27.3174
OS,AES,The AES Corporation Common Stoc ,10.63,27.3974
OS,ALXN,Alexion Pharmaceuticals Inc. ,119.66,24.2585
OS,AMD,Advanced Micro Devices Inc. Co ,10.985,27.0317
OS,BSX,Boston Scientific Corporation C ,28.14,34.1039
OS,CINF,Cincinnati Financial Corporatio ,70.17,22.0088
OS,CSX,CSX Corporation Common ,50.43,35.56
OS,EXPE,Expedia Inc. ,124.66,27.2305
OS,GGP,General Growth Properties Inc. ,19.46,29.041
OS,GILD,Gilead Sciences Inc. ,74.96,27.2093
OS,GT,Goodyear Tire & Rubber Company  ,30.59,27.2203
OS,MRK,Merck & Company Inc. Common St ,55.09,12.6719
OS,OMC,Omnicom Group Inc. Common ,67.19,27.395
OS,PRGO,Perrigo Company ,80.99,31.8312
OS,SPG,Simon Property Group Inc. Comm ,155.33,35.4154
OS,UA,Under Armour Inc. Class A Comm ,11.53,22.1747
OS,XRX,Xerox Corporation Common ,30.31,27.1835
OS,NLSN, Nielsen Holdings N.V. Common St ,37.07,31.3651
OS,UAA,Under Armour  Inc. Class A,12.52,24.0823
OB,AAPL,Apple Inc. ,169.04,74.5896
OB,AMT,American Tower Corporation (REI ,143.67,64.7733
OB,AMZN,Amazon.com Inc. ,1105.28,76.6947
OB,AVGO,Avago Technologies Limited ,263.91,72.0174
OB,CCI,Crown Castle International Corp ,107.08,67.0969
OB,COG,Cabot Oil & Gas Corporation Com ,27.7,67.6934
OB,GPN,Global Payments Inc. Common Sto ,103.95,77.5634
OB,INTC,Intel Corporation ,45.49,91.028
OB,MOS,Mosaic Company (The) Common Sto ,22.34,62.0851
OB,ROK,Rockwell Automation Inc. Commo ,200.82,82.146
OB,SWKS,Skyworks Solutions Inc. ,113.86,72.0119
OB,SYY,Sysco Corporation Common ,55.62,68.7186
OB,TSS,Total System Services Inc. Com ,72.05,77.4446
OB,WM,Waste Management Inc. Common S ,82.17,74.3448
OB,HP, Helmerich & Payne  Inc. Common  ,54.31,63.974
OB,MNST, Monster Beverage Corporation ,57.93,72.1365
OB,MPC, Marathon Petroleum Corporation  ,59.74,72.2177
OB,QRVO,Qorvo Inc.,75.81,65.7541
