OS,AZO,AutoZone Inc. Common ,737.26,23.1137
OS,COST,Costco Wholesale Corporation ,158.06,28.7427
OS,DG,Dollar General Corporation Comm ,72,19.8203
OS,DIS,Walt Disney Company (The) Commo ,93.8,28.9966
OS,DLTR,Dollar Tree Inc. ,83.28,20.4104
OS,DO,Diamond Offshore Drilling Inc. ,16.4,21.2437
OS,DVA,DaVita Inc. Common ,64.06,25.1915
OS,MYL,Mylan Inc. ,40.4,25.4094
OS,SRCL,Stericycle Inc. ,83.49,29.0717
OS,HSY, The Hershey Company Common Stoc ,99.79,26.9522
OS,FOXA,Twenty-First Century Fox Inc. ,24.42,28.1149
OS,FOX,Twenty-First Century Fox Inc. ,24.71,22.8249
OB,ADSK,Autodesk Inc. ,67.69,71.2401
OB,AMZN,Amazon.com Inc. ,788.87,71.7005
OB,ATVI,Activision Blizzard Inc ,43.51,71.2096
OB,CTAS,Cintas Corporation ,119.15,82.9106
OB,EBAY,eBay Inc. ,32.41,78.6828
OB,GS,Goldman Sachs Group Inc. (The) ,169.33,71.1015
OB,GT,Goodyear Tire & Rubber Company  ,31.16,73.6582
OB,IVZ,Invesco Plc New Common ,31.33,71.8004
OB,JCI,Johnson Controls Inc. Common S ,48.9,74.4138
OB,JPM,JP Morgan Chase & Co. Common St ,67.44,70.0737
OB,MCHP,Microchip Technology Incorporat ,62.27,70.2608
OB,MCO,Moody's Corporation Common Stoc ,110.09,74.9712
OB,MS,Morgan Stanley Common ,31.75,72.5541
OB,NTAP,NetApp Inc. ,35.07,82.4101
OB,PNC,PNC Financial Services Group I ,89.48,72.6763
OB,SE,Spectra Energy Corp Common Stoc ,41,81.5499
OB,TMK,Torchmark Corporation Common St ,65.05,71.3964
OB,VAR,Varian Medical Systems Inc. Co ,96.49,70.2578
OB,XLNX,Xilinx Inc. ,54.36,78.7703
OB,YHOO,Yahoo! Inc. ,44.71,78.6438
OB,FB, Facebook  Inc. ,129.73,74.1594
OB,HRS, Harris Corporation Common ,93.8,77.8556
OB,ICE, IntercontinentalExchange  Inc.  ,284.86,73.373
OB,MSI, Motorola Solutions  Inc. Common ,78.32,80.9762
OB,STT, State Street Corporation Common ,70.37,77.2205
OB,BXLT,Baxalta Incorporated,46.02,71.466
OB,WRK,WestRock Company,48.83,70.0252
OB,WLTW,Willis Towers Watson Public Limited Company,127.66,71.46
OB,SPGI,S&P Global  Inc.,125.79,78.399
