ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
FLGE,Credit Suisse FI Large Cap Grow ,,
IUSV,iShares Core U.S. Vaue ETF ,,
SPUU,Direxion Daily S&P 500 Bull 2X  ,,
FBGX,UBS AG FI Enhanced Large Cap Gr ,,
SPYX,SPDR S&P 500 Fossil Fuel Reserv,,
FINX,Global X FinTech ETF,,
DBES,Deutsche X-trackers MSCI EAFE S,,
FVAL,Fidelity Value Factor ETF,,
XRLV,PowerShares S&P 500 ex-Rate Sen,,
IPAY,PureFunds ISE Mobile Payments E,,
GDVD,Principal Active Global Dividen,,
ERM,EquityCompass Risk Manager ETF,,
GSJY,Goldman Sachs ActiveBeta Japan,,
TIG,TiGenix - American Depositary S,,
FDRR,Fidelity Dividend ETF for Risin,,
JPXN,iShares JPX-Nikkei 400 ETF,,
DUSL,Direxion Daily Industrials Bull,,
FQAL,Fidelity Quality Factor ETF,,
QGTA,IQ Leaders GTAA Tracker ETF,,
BPT,BP Prudhoe Bay Royalty Trust Co ,Basic Materials,Oil & Gas Refining & Marketing
PXD,Pioneer Natural Resources Compa ,Basic Materials,Independent Oil & Gas
WLK,Westlake Chemical Corporation C ,Basic Materials,Specialty Chemicals
KEG,Key Energy Services Inc. Commo ,Basic Materials,Oil & Gas Drilling & Exploration
UCC,ProShares Ultra Consumer Services ETF,Commodity Based ETF,
UXI,ProShares Ultra Industrials ETF,Commodity Based ETF,
SSO,ProShares Ultra S&P500 ETF,Commodity Based ETF,
UPRO,ProShares UltraPro S&P500 ETF,Commodity Based ETF,
SNE,Sony Corporation Common ,Consumer Goods,Electronic Equipment
CTB,Cooper Tire & Rubber Company Co ,Consumer Goods,Rubber & Plastics
HMC, Honda Motor Company  Ltd. Commo ,Consumer Goods,Auto Manufacturers - Major
VUZI,VUZIX CORP CMN STK,Consumer Goods,Electronic Equipment
TM,Toyota Motor Corporation Common ,Consumer Goods,Auto Manufacturers - Major
MZA, Blackrock MuniYield Arizona Fun ,Financial,Closed-End Fund - Debt
