ticker,name,sector,price_date, close_price, macd,stoch,RSI, dma_20_sd, bollinger
AFF,American International Group I ,NULL,2016-01-12,12.635,0,84.4819,83.0985,1.18171,4.72685432434082
AFFX,Affymetrix Inc. ,Technology,2016-01-12,13.77,0.953201293945312,37.7948,79.4734,1.26339,5.05357122421265
CXM,Cardium Therapeutics Inc. Comm ,Healthcare,2016-01-12,129.819,0,100,92.4921,29.2134,116.85376739502
ETRM,EnteroMedics Inc. ,Healthcare,2016-01-12,1.45,0.241137087345123,72.929,84.9063,0.506546,2.0261857509613
OPHC,OptimumBank Holdings Inc. ,Financial,2016-01-12,5.4,0.927256286144257,82.9927,94.8838,1.04897,4.19589805603027
PPC,Pilgrim's Pride Corporation Com ,Consumer Goods,2016-01-12,23.75,0.273521780967712,79.9252,70.183,0.631445,2.52578163146973
SBX,SeaBright Holdings Inc. Common ,Financial,2016-01-12,0.025,0,100,95.9741,0.00149478,0.00597913051024079
SLP,Simulations Plus Inc. ,Technology,2016-01-12,10.64,0.16226726770401,84.7223,75.8186,0.449216,1.79686212539673
UG,United-Guardian Inc. ,Consumer Goods,2016-01-12,22.78,0.53495717048645,67.1369,76.3517,1.09027,4.36109590530396
BNA, BlackRock Income Opportunity Tr ,Financial,2016-01-12,12.41,0,80.6182,72.9279,0.743369,2.97347497940063
CHUY, Chuy's Holdings  Inc. ,Services,2016-01-12,36.46,0.656010508537292,85.619,72.1629,1.78705,7.14821195602417
DWTI, VelocityShares 3X Inverse Crude ,N/A,2016-01-12,329.35,20.7157287597656,94.4679,80.1165,50.0274,200.109436035156
EIO, Eaton Vance Ohio Municipal Bond ,Financial,2016-01-12,14.23,0.140474438667297,79.1211,70.2151,0.311783,1.24713337421417
GOODO, Gladstone Commercial Corporatio ,N/A,2016-01-12,26.25,0.170205861330032,90.582,70.1226,0.375952,1.50380837917328
IROQ, IF Bancorp  Inc. ,Financial,2016-01-12,19.65,0.220494389533997,95.7049,78.1541,0.666332,2.6653299331665
MTL, Mechel OAO Mechel OAO American  ,Basic Materials,2016-01-12,1.53,0.1322813462466,20.0659,81.6969,0.154573,0.618290364742279
YANG, Direxion Daily China Bear 3x Sh ,N/A,2016-01-12,138.18,5.80868530273438,96.3299,78.8023,15.2118,60.8471603393555
SDD,ProShares UltraShort SmallCap600 ETF,Commodity Based ETF,2016-01-12,44.28,1.1212043762207,99.266,79.9543,2.66952,10.6780681610107
SIEN,Sientra Inc.,N/A,2016-01-12,8.31,0.460071265697479,63.5197,73.6906,0.99418,3.97672009468079
JAGX,Jaguar Animal Health  Inc.,Healthcare,2016-01-12,3.5,0.223544389009476,65.9926,73.8628,0.362877,1.45150601863861
