ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
ABAX,ABAXIS Inc. ,2017-07-31,47,-0.5308925956487656,-1.0459744930267334,30.2807,28.2791,0.12170201924775384
ACTG,Acacia Research Corporation ,2017-07-31,3.45,-0.036747559905052185,-0.11311422288417816,32.38,39.0741,0.16935337203485562
ADUS,Addus HomeCare Corporation ,2017-07-31,33.95,-0.43860821425914764,-0.7980247735977173,29.5642,7.99709,0.13573318236540305
AE,Adams Resources & Energy Inc.  ,2017-07-31,37.99,-0.3918697237968445,-0.7355400323867798,35.1743,22.1439,0.11489102428004462
ALGT,Allegiant Travel Company ,2017-07-31,129.25,-1.425493448972702,-3.3839499950408936,27.9352,36.9124,0.1425139032693273
ALKS,Alkermes plc ,2017-07-31,54.41,-0.4217594265937805,-0.7557996511459351,34.3272,9.72004,0.10444455054627673
ASGN,On Assignment Inc. ,2017-07-31,49.25,-0.6729177236557007,-0.9911308288574219,29.6836,10.7985,0.1447067426558116
ATR,AptarGroup Inc. Common ,2017-07-31,80.93,-0.9719337821006775,-2.058012843132019,20.0101,20.8734,0.1126437534489084
BC,Brunswick Corporation Common St ,2017-07-31,56.61,-0.7685479447245598,-0.9958351850509644,33.451,22.55,0.14252777435818909
BMS,Bemis Company Inc. Common Stoc ,2017-07-31,42.37,-0.4698108956217766,-0.8705345392227173,25.4236,24.4132,0.1141608723031379
BTX,BioTime Inc. Common ,2017-07-31,2.7,-0.028724584728479385,-0.04233716428279877,27.3821,12.0853,0.18103337421836752
CA,CA Inc. ,2017-07-31,31.04,-0.48493367433547974,-0.8803220689296722,30.0778,27.9281,0.14974045712958436
CECO,Career Education Corporation ,2017-07-31,8.41,-0.08084921538829803,-0.15673977136611938,25.2848,7.72199,0.14653820846433943
CIR,CIRCOR International Inc. Comm ,2017-07-31,50.06,-0.5241873264312744,-1.4527547359466553,26.5908,21.0648,0.19443287760582734
CLFD,Clearfield Inc. ,2017-07-31,11.5,-0.17367441207170486,-0.46374037861824036,28.3705,36.3278,0.17738470883713953
