ABT,Abbott Laboratories Common Stoc ,Bullish
ADM,Archer-Daniels-Midland Company  ,Bullish
DD,E.I. du Pont de Nemours and Com ,Bullish
DE,Deere & Company Common ,Bullish
DG,Dollar General Corporation Comm ,Bullish
MYL,Mylan Inc. ,Bullish
NEE,NextEra Energy Inc. Common Sto ,Bullish
QCOM,QUALCOMM Incorporated ,Bullish
SRE,Sempra Energy Common ,Bullish
VTR,Ventas Inc. Common ,Bullish
HCN, Health Care REIT  Inc. Common S ,Bullish
COST,Costco Wholesale Corporation ,Bearish
DAL,Delta Air Lines Inc. (New) Comm ,Bearish
GLW,Corning Incorporated Common Sto ,Bearish
