ticker,name,price_date, close_price, macd long,macd short,RSI, Stoch,bolli
AIT,Applied Industrial Technologies ,2018-01-03,69.4,0.6117194890975952,0.8384134769439697,76.6236,92.2233,0.13363749702877564
AMRS,Amyris Inc. ,2018-01-03,4.18,0.05699797719717026,0.11488842964172363,73.3636,90.6464,0.23940426469772075
ASTE,Astec Industries Inc. ,2018-01-03,61.66,0.5678328275680542,0.9897286891937256,77.1792,93.4239,0.15864101400108044
AZN,Astrazeneca PLC Common ,2018-01-03,35.45,0.2697949707508087,0.41566771268844604,74.9607,93.4623,0.10925226255084677
BPL,Buckeye Partners L.P. Common St ,2018-01-03,53.11,0.5960012301802635,1.116840898990631,71.3545,80.8633,0.14657209716532887
CEO,CNOOC Limited Common ,2018-01-03,151.7,0.9107644557952881,1.6427006721496582,76.4455,93.776,0.12808812688362042
CLD,Cloud Peak Energy Inc Common St ,2018-01-03,4.86,0.041481755673885345,0.07796156406402588,72.4411,71.1568,0.173689139337646
CMC,Commercial Metals Company Commo ,2018-01-03,24.3,0.2623361349105835,0.6054023504257202,80.9449,82.9687,0.2459650914309167
CMP,Compass Minerals Intl Inc Commo ,2018-01-03,74.7,0.5012701749801636,0.9792695045471191,77.3857,87.1759,0.1197991658426433
DRQ,Dril-Quip Inc. Common ,2018-01-03,50.75,0.31487470865249634,0.5889363288879395,70.6155,85.5136,0.1320809796592528
EDU,New Oriental Education & Techno ,2018-01-03,101.57,0.9238996505737305,1.8069586753845215,77.8794,86.8621,0.1720539322486192
ESV,Ensco plc Class A Ordinary Shar ,2018-01-03,6.61,0.10528361052274704,0.19345656037330627,74.3373,90.7251,0.23123697890372047
IP,International Paper Company Com ,2018-01-03,60.56,0.29854196310043335,0.5841625928878784,72.5397,90.369,0.10297838376983161
KBH,KB Home Common ,2018-01-03,33.64,0.07861316204071045,0.25814223289489746,74.1868,84.4679,0.14084714771120907
KS,KapStone Paper and Packaging Co ,2018-01-03,23.86,0.13642734289169312,0.20999842882156372,74.0525,84.2005,0.12615225891731646
LEN,Lennar Corporation Class A Comm ,2018-01-03,67.23,0.2250971794128418,0.5782239437103271,76.6779,82.7203,0.10319466602555472
MMP,Magellan Midstream Partners L.P ,2018-01-03,72.96,0.3809126019477844,0.6309822797775269,77.1271,88.4929,0.11170534470296553
NBIX,Neurocrine Biosciences Inc. ,2018-01-03,82.98,1.0411404371261597,2.1028218269348145,76.4603,94.6283,0.18755285880448974
NBL,Noble Energy Inc. Common ,2018-01-03,31.01,0.37623244524002075,0.4417487382888794,73.9856,92.3066,0.2291278449193654
NOV,National Oilwell Varco Inc. Co ,2018-01-03,37.85,0.3984571695327759,0.5319372415542603,76.1673,94.7472,0.185188167741947
NRP,Natural Resources Partners LP ,2018-01-03,28.25,0.34184029675088823,0.7346613109111786,79.1613,76.3101,0.14726836693827736
NRT,North European Oil Royality Tru ,2018-01-03,7.45,0.1019182950258255,0.22851165384054184,71.808,76.8282,0.19142410859157888
OII,Oceaneering International Inc. ,2018-01-03,22.53,0.3829474300146103,0.47896891832351685,70.2207,95.5323,0.2355761062944381
PKG,Packaging Corporation of Americ ,2018-01-03,125.98,0.5986391305923462,1.1048157215118408,76.5645,93.7031,0.11464094743485825
PKX,POSCO Common ,2018-01-03,85.14,0.5464248657226562,1.28204345703125,76.869,83.7826,0.14914041866343822
RDC,Rowan Companies plc Class A Ord ,2018-01-03,16.81,0.23367026448249817,0.3420891761779785,73.1563,94.9694,0.23639795105063144
RDI,Reading International Inc ,2018-01-03,17.08,0.09227095544338226,0.2329251766204834,75.2206,70.7039,0.1098661518322151
RIO,Rio Tinto Plc Common ,2018-01-03,54.95,0.5726315975189209,0.7285308837890625,78.437,94.2155,0.195034428319226
SD,Sandridge Energy Inc. Common St ,2018-01-03,21.66,0.36306464672088623,0.6462122201919556,73.0365,84.6489,0.23295296727911197
SLB,Schlumberger N.V. Common ,2018-01-03,71.33,0.6465849876403809,0.8581032752990723,73.73,89.3956,0.1657110982446726
SNP,China Petroleum & Chemical Corp ,2018-01-03,76.66,0.5780717432498932,0.8242754936218262,70.462,87.1714,0.1056640324908089
STO,Statoil ASA ,2018-01-03,22.41,0.17981381714344025,0.26830941438674927,77.4013,96.3644,0.13129913032907903
SU,Suncor Energy  Inc. Common Stoc ,2018-01-03,37.65,0.33855924010276794,0.46685099601745605,76.6526,96.4116,0.13305436975883878
ULTA,Ulta Salon Cosmetics & Fragran ,2018-01-03,245.12,1.111034870147705,3.210726737976074,73.0866,77.0708,0.1525661140181588
WES,Western Gas Partners LP Limite ,2018-01-03,51.76,0.40502360463142395,0.813433051109314,72.5912,82.5991,0.1513429225634077
WTT,Wireless Telecom Group  Inc. C ,2018-01-03,2.54,0.01404927670955658,0.04281625151634216,75.186,92.442,0.20453672738172507
AMJ, JPMorgan Chase Capital XVI JP M ,2018-01-03,28.75,0.14615680277347565,0.268862247467041,71.0826,81.278,0.10967545416091772
AMU, ETRACS Alerian MLP Index ETN ,2018-01-03,18.05,0.08711964637041092,0.15954631567001343,71.5602,79.3904,0.10790143139433024
BGR, BlackRock Energy and Resources  ,2018-01-03,14.83,0.09669391810894012,0.1613544523715973,78.6857,90.6172,0.10153062523503815
EMO, ClearBridge Energy MLP Opportun ,2018-01-03,12.42,0.1397821456193924,0.23987600207328796,72.6965,90.1011,0.20342592231368417
GER, General Electric Capital Corpor ,2018-01-03,6.67,0.0605500191450119,0.1172926127910614,72.7798,79.5036,0.20060988504455804
GSP, Barclays Bank PLC iPath Exchang ,2018-01-03,15.79,0.09926944971084595,0.12373489141464233,75.9298,95.9038,0.11266550126353382
GTLS, Chart Industries  Inc. ,2018-01-03,50.99,0.3659449517726898,0.9074174165725708,76.1037,93.9194,0.1190263265678632
HAE, Haemonetics Corporation Common  ,2018-01-03,62.63,0.23783183097839355,0.8485221862792969,74.5105,76.9493,0.11276657317557985
HK, Halcon Resources Corporation Co ,2018-01-03,8.3,0.053101152181625366,0.12476503849029541,71.1884,76.1622,0.20183039698284716
JMF, Nuveen Energy MLP Total Return  ,2018-01-03,12.26,0.11137823760509491,0.2285037338733673,75.0824,89.4492,0.19411763923159725
NDP, Tortoise Energy Independence Fu ,2018-01-03,13.79,0.12918013334274292,0.1585950255393982,77.6794,97.3147,0.15177811150984039
NTG, Tortoise MLP Fund  Inc. Common  ,2018-01-03,18.64,0.2564081400632858,0.37633609771728516,74.672,92.8513,0.21274500929014514
OIL, Barclays Bank Plc iPath Exchang ,2018-01-03,6.77,0.04166145622730255,0.06752818822860718,74.6135,94.6289,0.13089755394831512
PEO, Petroleum Resources Corporation ,2018-01-03,20.51,0.1327415555715561,0.1634191870689392,77.7787,94.086,0.11331327664044892
SMM, Salient Midstream Common Shares ,2018-01-03,11.68,0.10057520866394043,0.17458787560462952,76.3503,93.9575,0.18228152532286399
SPLK, Splunk Inc. ,2018-01-03,88.16,0.08396601676940918,0.7792634963989258,73.9865,73.5932,0.12584753044831612
SRV, The Cushing MLP Total Return Fu ,2018-01-03,12.8,0.1236596405506134,0.20736783742904663,76.2919,91.8142,0.22175705679504135
TYG, Tortoise Energy Infrastructure  ,2018-01-03,30.5,0.4467036724090576,0.6368658542633057,78.2888,94.8063,0.22902101814542106
FCA,First Trust China AlphaDEX ETF,2018-01-03,31.05,0.3639080971479416,0.6039753556251526,71.8691,98.089,0.1557841880150343
FEMS,First Trust Emerging Markets SC AlphaDEX ETF,2018-01-03,44.47,0.38053885102272034,0.5391309261322021,79.5485,97.8607,0.11985531756478635
RYE,Guggenheim S&P Equal Weight Energy ETF,2018-01-03,60.28,0.41623497009277344,0.4813504219055176,73.9426,93.2631,0.13700770427343362
CNDA,IndexIQ Canada Small Cap ETF,2018-01-03,19.63,0.13400450348854065,0.17400485277175903,73.0349,90.152,0.10989472310525879
IYE,iShares Dow Jones U.S. Energy Sector Fund ETF,2018-01-03,40.91,0.20558297634124756,0.2681976556777954,77.6584,93.5184,0.11114458748013784
IEZ,iShares Dow Jones U.S. Oil Equipment & Services Index Fund ETF,2018-01-03,37.47,0.300386905670166,0.3654818534851074,74.2735,93.5479,0.1622479432184292
IGE,iShares Goldman Sachs Natural Resources Index Fund ETF,2018-01-03,36.52,0.20735150575637817,0.2662773132324219,78.538,96.2093,0.11242207947868307
ILF,iShares Latin America 40 Index Fund ETF,2018-01-03,35.59,0.28908170759677887,0.4656609892845154,71.503,95.183,0.1025780896707975
ECNS,iShares MSCI China Small Cap Index Fund (ECNS) ETF,2018-01-03,52.49,0.44645196199417114,0.7350789904594421,71.3603,83.8769,0.1186675845009361
PICK,iShares MSCI Global Select Metals & Mining Producers Fund ETF,2018-01-03,36.12,0.31277263164520264,0.41703546047210693,82.5447,94.964,0.17305195734602277
SCIF,Market Vectors India Small-Cap ETF,2018-01-03,69.8,0.408219575881958,0.5544447898864746,76.9819,91.2992,0.1308735678425996
OIH,Market Vectors Oil Services ETF,2018-01-03,27.22,0.20203888416290283,0.29959893226623535,73.2951,93.2756,0.12909306980706742
REMX,Market Vectors Rare Earth/Strategic Metals ETF,2018-01-03,31.15,0.308447003364563,0.40772879123687744,77.4925,79.6171,0.182971050141174
SLX,Market Vectors Steel Index ETF Fund ETF,2018-01-03,48.26,0.36436933279037476,0.5659430027008057,79.0489,95.8013,0.1642896949080825
VNM,Market Vectors Vietnam ETF,2018-01-03,18.3,0.12466546893119812,0.21987128257751465,78.0475,96.4246,0.11549408251659399
PXE,PowerShares Dynamic Energy E&P ETF,2018-01-03,23.52,0.12470519542694092,0.15110862255096436,74.5427,91.4055,0.11476475131157976
PXJ,PowerShares Dynamic Oil Services ETF,2018-01-03,9.99,0.08413037657737732,0.11508321762084961,72.8578,93.4092,0.12950008860857978
PSCE,PowerShares S&P SmallCap Energy Portfolio ETF,2018-01-03,16.1,0.13364292681217194,0.17259377241134644,71.0656,91.8004,0.15749060623332742
UYM,ProShares Ultra Basic Materials ETF,2018-01-03,77.14,0.41308796405792236,0.6318399906158447,76.8613,92.9685,0.12627827854790388
UCO,ProShares Ultra DJ-UBS Crude Oil ETF,2018-01-03,24.61,0.2209356427192688,0.34694385528564453,75.1431,94.6772,0.19337929619231364
XPP,ProShares Ultra FTSE China 25 ETF,2018-01-03,91,1.116844654083252,2.02187180519104,70.1035,94.0305,0.20668487383138134
EET,ProShares Ultra MSCI Emerging Markets ETF,2018-01-03,99.29,1.0907896757125854,1.7818598747253418,74.7709,93.5843,0.1770457665981637
DIG,ProShares Ultra Oil & Gas ETF,2018-01-03,42.13,0.40802979469299316,0.5139098167419434,79.6233,92.8231,0.22906157089888976
XLE,SPDR Energy Select Sector Fund ETF,2018-01-03,74.55,0.3727608919143677,0.4836740493774414,78.3236,93.9633,0.10861971819578346
XES,SPDR S&P Oil & Gas Equipment & Services ETF,2018-01-03,17.89,0.14810988306999207,0.1807822585105896,72.8935,92.5741,0.17269395696958223
VDE,Vanguard Energy ETF,2018-01-03,102.26,0.5459607839584351,0.6987051963806152,77.1617,93.2011,0.11371778578695714
DGS,WisdomTree Emerging Market SmallCap Fund ETF,2018-01-03,53.13,0.3259572982788086,0.4188237190246582,79.6782,95.7221,0.10716264620453948
TMHC,Taylor Morrison Home Corporation ,2018-01-03,26.56,0.18959283828735352,0.4304535984992981,76.1185,87.6252,0.11784844316800074
IMLP,iPath S&P MLP ETN ,2018-01-03,18.92,0.10553871095180511,0.19676879048347473,71.1102,93.6529,0.11880365548225354
DKL,Delek Logistics Partners LP ,2018-01-03,33.95,0.22581249475479126,0.42979228496551514,71.0977,73.6344,0.1872006053995565
ATMP,Barclays ETN+ Select MLP ETN ,2018-01-03,21.73,0.11773532629013062,0.21132096648216248,72.8653,84.2194,0.1079830989447448
WBAI,500.com Limited ,2018-01-03,11.44,0.12751703336834908,0.23780269920825958,70.7736,74.7321,0.22178070634466376
WGP,Western Gas Equity Partners LP ,2018-01-03,40.55,0.3858606889843941,0.8300434947013855,75.783,74.1934,0.11347790028687182
WLH,William Lyon Homes ,2018-01-03,32.28,0.2580716907978058,0.7518478035926819,76.1339,82.5496,0.142375155047035
ENLC,EnLink Midstream LLC ,2018-01-03,18.65,0.14947509765625,0.2971726059913635,72.3256,94.5195,0.17130291063063924
EURL,Direxion Daily FTSE Europe Bull 3X Shrs ,2018-01-03,39.25,0.22559010982513428,0.34286344051361084,72.7785,90.526,0.10637084429862717
FENY,Fidelity MSCI Energy Index ETF ,2018-01-03,20.69,0.10622873902320862,0.1357285976409912,76.9309,92.8845,0.11144950944153378
GMZ,Goldman Sachs MLP Income Opport ,2018-01-03,9.55,0.07986339181661606,0.15437310934066772,73.4895,85.175,0.17679802539221448
OLEM,iPath Pure Beta Crude Oil ETN ,2018-01-03,18.07,0.08530408143997192,0.1548292636871338,76.6363,100,0.10481184388567788
DSE,Duff &amp; Phelps Select Energy MLP,2018-01-03,6.33,0.06550350785255432,0.11154681444168091,70.9458,88.7409,0.21445278894415915
HMLP,Hoegh LNG Partners LP Common Un,2018-01-03,19.3,0.1641114354133606,0.2134290635585785,74.5834,95.5766,0.12396307571695908
PBFX,PBF Logistics LP Common Units r,2018-01-03,21.6,0.16629326343536377,0.24069124460220337,79.952,93.2726,0.11798212947321184
CCS,Century Communities Inc. Commo,2018-01-03,33.65,0.24733972549438477,0.5846892595291138,80.7812,92.32,0.12337281132172276
CCLP,CSI Compressco LP,2018-01-03,5.92,0.08084556460380554,0.17504726350307465,73.1702,80.9645,0.16677843121195746
ALDR,Alder BioPharmaceuticals Inc.,2018-01-03,12.9,0.18506672978401184,0.31056565046310425,70.722,75.327,0.22983611745613056
KMPH,KemPharm  Inc.,2018-01-03,4.55,0.068074531853199,0.13542038202285767,72.8635,82.4059,0.21929498217538745
EQGP,EQT GP Holdings  LP,2018-01-03,28.7,0.2964032143354416,0.50722736120224,75.7039,84.7046,0.12929878462054475
CAA,CalAtlantic Group  Inc.,2018-01-03,60.1,0.03743183612823486,0.40868210792541504,79.1516,82.3949,0.10760586494941386
ERGF,iShares Edge MSCI Multifactor E,2018-01-03,29.08,0.11336126923561096,0.16430842876434326,87.4295,90.5067,0.10358693384652792
