ticker,name,sector,industry
UA,Under Armour Inc. Class A Comm ,Consumer Goods,Textile - Apparel Clothing
MSI, Motorola Solutions  Inc. Common ,Technology,Communication Equipment
FIT,Fitbit Inc.,Technology,Scientific & Technical Instruments
TPX,Tempur-pedic International Inc  ,Consumer Goods,Home Furnishings & Fixtures
BBG,Bill Barrett Corporation Common ,Basic Materials,Oil & Gas Drilling & Exploration
DHX,Dice Holdings Inc. Common Stoc ,Services,Staffing & Outsourcing Services
IRDMB,Iridium Communications Inc,N/A,N/A
NL,NL Industries Inc. Common Stoc ,Basic Materials,Synthetics
UBS, UBS AG Common ,Financial,Foreign Money Center Banks
FLXS,Flexsteel Industries Inc. ,Consumer Goods,Home Furnishings & Fixtures
CHEP,QuantShares U.S. Market Neutral Value Fund ETF,US Equity ETF,
DIOD,Diodes Incorporated ,Technology,Semiconductor - Integrated Circuits
MITK, Mitek Systems  Inc. ,Technology,Application Software
RYAM,Rayonier Advanced Materials Inc,Basic Materials,Chemicals - Major Diversified
VZA,Verizon Communications Inc. 5.9 ,N/A,N/A
BRID,Bridgford Foods Corp. ,Consumer Goods,Meat Products
INSY,INSYS Therapeutics Inc. ,Healthcare,Biotechnology
ACY,AeroCentury Corp. Common ,Services,Rental & Leasing Services
CLAC,Capitol Acquisition Corp. II,N/A,N/A
GPRO,Gen-Probe Incorporated ,Services,Research Services
MPV, Babson Capital Participation In ,N/A,N/A
SRDX,SurModics Inc. ,Healthcare,Diagnostic Substances
WETF, WisdomTree Investments  Inc. ,N/A,N/A
DGICB, Donegal Group  Inc. ,Financial,Property & Casualty Insurance
MCI, Babson Capital Corporate Invest ,N/A,N/A
AOI,Alliance One International Inc ,Consumer Goods,Tobacco Products Other
CSGS,CSG Systems International Inc. ,Technology,Business Software & Services
HMHC,HMH Holdings (Delaware) Inc. ,Services,Education & Training Services
TMHC,Taylor Morrison Home Corporation ,Industrial Goods,Residential Construction
